gtdb_species_clade_id	phb_genes_present	phb_status	phb_genes_str	n_phaC_clusters	phaC_is_core	phaC_is_aux
s__CAG-238_sp927797855--GB_GCA_927797855.1	{'phaA'}	precursors_only	phaA			
s__CAG-238_sp934271235--GB_GCA_934271235.1	{'phaA'}	precursors_only	phaA			
s__CAG-238_sp934277655--GB_GCA_934277655.1	{'phaA'}	precursors_only	phaA			
s__CAG-238_sp945828095--GB_GCA_945828095.1	{'phaA'}	precursors_only	phaA			
s__CAG-266_sp000436095--RS_GCF_023336935.1	{'phaA'}	precursors_only	phaA			
s__CAG-266_sp003150755--GB_GCA_003150755.1	{'phaA'}	precursors_only	phaA			
s__CAG-267_sp001917135--GB_GCA_001917135.1	{'phaB'}	precursors_only	phaB			
s__CAG-269_sp000435535--GB_GCA_000435535.1	{'phaB'}	precursors_only	phaB			
s__CAG-269_sp001916035--GB_GCA_001916035.1	{'phaB'}	precursors_only	phaB			
s__CAG-269_sp001916065--GB_GCA_001916065.1	{'phaB'}	precursors_only	phaB			
s__CAG-269_sp900551615--GB_GCA_900551615.1	{'phaA'}	precursors_only	phaA			
s__CAG-273_sp003534295--GB_GCA_003534295.1	{'phaB'}	precursors_only	phaB			
s__CAG-273_sp934167305--GB_GCA_934167305.1	{'phaB'}	precursors_only	phaB			
s__CAG-314_sp000437915--GB_GCA_000437915.1	{'phaA'}	precursors_only	phaA			
s__CAG-314_sp900551395--GB_GCA_900551395.1	{'phaA'}	precursors_only	phaA			
s__CAG-317_sp900543415--GB_GCA_900543415.1	{'phaA'}	precursors_only	phaA			
s__CAG-390_sp003523225--GB_GCA_003523225.1	{'phaB'}	precursors_only	phaB			
s__CAG-411_sp000437275--GB_GCA_000437275.1	{'phaA'}	precursors_only	phaA			
s__CAG-411_sp902795895--GB_GCA_902795895.1	{'phaA'}	precursors_only	phaA			
s__CAG-417_sp000432835--GB_GCA_000432835.1	{'phaB'}	precursors_only	phaB			
s__CAG-448_sp003150135--GB_GCA_022009675.1	{'phaA'}	precursors_only	phaA			
s__CAG-448_sp017411745--GB_GCA_017411745.1	{'phaP'}	accessory_only	phaP			
s__CAG-45_sp000438375--GB_GCA_902363825.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAG-45_sp002299665--RS_GCF_021531695.1	{'phaA'}	precursors_only	phaA			
s__CAG-45_sp900771955--GB_GCA_900771955.1	{'phaA'}	precursors_only	phaA			
s__CAG-475_sp002449145--GB_GCA_002449145.1	{'phaA'}	precursors_only	phaA			
s__CAG-475_sp900548005--GB_GCA_900548005.1	{'phaB'}	precursors_only	phaB			
s__CAG-475_sp900550915--GB_GCA_022009775.1	{'phaB'}	precursors_only	phaB			
s__CAG-485_sp001701105--GB_GCA_001701105.1	{'phaA'}	precursors_only	phaA			
s__CAG-485_sp002361235--GB_GCA_002361235.1	{'phaB'}	precursors_only	phaB			
s__CAG-485_sp002362485--GB_GCA_003833075.1	{'phaB'}	precursors_only	phaB			
s__CAG-485_sp002404675--GB_GCA_002404675.1	{'phaA'}	precursors_only	phaA			
s__CAG-485_sp004553095--GB_GCA_004553095.1	{'phaB'}	precursors_only	phaB			
s__CAG-485_sp009775355--GB_GCA_009775355.1	{'phaB'}	precursors_only	phaB			
s__CAG-485_sp900321585--GB_GCA_902796035.1	{'phaB'}	precursors_only	phaB			
s__CAG-485_sp900550645--GB_GCA_900550645.1	{'phaA'}	precursors_only	phaA			
s__CAG-485_sp900554845--GB_GCA_900554845.1	{'phaB'}	precursors_only	phaB			
s__CAG-485_sp900760735--GB_GCA_900760735.1	{'phaB'}	precursors_only	phaB			
s__CAG-485_sp905214735--GB_GCA_905214735.1	{'phaB'}	precursors_only	phaB			
s__CAG-510_sp000434615--GB_GCA_000434615.1	{'phaA'}	precursors_only	phaA			
s__CAG-510_sp002432425--GB_GCA_002432425.1	{'phaA'}	precursors_only	phaA			
s__CAG-510_sp003979355--GB_GCA_013316825.1	{'phaA'}	precursors_only	phaA			
s__CAG-510_sp014804445--GB_GCA_014804445.1	{'phaA'}	precursors_only	phaA			
s__CAG-510_sp017482205--GB_GCA_017482205.1	{'phaA'}	precursors_only	phaA			
s__CAG-510_sp900550475--GB_GCA_900550475.1	{'phaA'}	precursors_only	phaA			
s__CAG-568_sp000434395--GB_GCA_000434395.1	{'phaA'}	precursors_only	phaA			
s__CAG-56_sp900762665--GB_GCA_900762665.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp000431135--GB_GCA_000431135.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp003530125--GB_GCA_902762905.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp023664535--GB_GCA_023664535.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp900544905--GB_GCA_900544905.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp900548855--GB_GCA_900548855.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp900552885--GB_GCA_900552885.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp900769115--GB_GCA_900769115.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp910585605--GB_GCA_910585605.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp934293575--GB_GCA_934293575.1	{'phaA'}	precursors_only	phaA			
s__CAG-590_sp934294885--GB_GCA_934294885.1	{'phaA'}	precursors_only	phaA			
s__CAG-603_sp900066105--GB_GCA_902362455.1	{'phaA'}	precursors_only	phaA			
s__CAG-603_sp900110975--GB_GCA_900110975.1	{'phaA'}	precursors_only	phaA			
s__CAG-603_sp900314525--GB_GCA_900314525.1	{'phaA'}	precursors_only	phaA			
s__CAG-603_sp900314555--GB_GCA_900314555.1	{'phaA'}	precursors_only	phaA			
s__CAG-603_sp900315425--GB_GCA_900315425.1	{'phaA'}	precursors_only	phaA			
s__CAG-603_sp900321855--GB_GCA_900321855.1	{'phaA'}	precursors_only	phaA			
s__CAG-603_sp902773095--GB_GCA_902773095.1	{'phaA'}	precursors_only	phaA			
s__CAG-632_sp000431515--GB_GCA_000431515.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAG-632_sp002406015--GB_GCA_002406015.1	{'phaA'}	precursors_only	phaA			
s__CAG-632_sp017623675--GB_GCA_017623675.1	{'phaA'}	precursors_only	phaA			
s__CAG-632_sp023667695--GB_GCA_023667695.1	{'phaA'}	precursors_only	phaA			
s__CAG-632_sp900539185--GB_GCA_900539185.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp000431495--GB_GCA_000431495.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAG-791_sp002353635--GB_GCA_002353635.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp002362155--GB_GCA_002362155.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp002394525--GB_GCA_002394525.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp002449595--GB_GCA_002449595.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp017449485--GB_GCA_017449485.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp017513005--GB_GCA_017513005.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp022483465--GB_GCA_022483465.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAG-791_sp900101015--RS_GCF_900101015.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp900313745--GB_GCA_900313745.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAG-791_sp900315055--GB_GCA_900315055.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAG-791_sp900316855--GB_GCA_900316855.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp900317475--GB_GCA_900317475.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAG-791_sp900317555--GB_GCA_900317555.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAG-791_sp900318375--GB_GCA_900318375.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp900318875--GB_GCA_900318875.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAG-791_sp900319245--GB_GCA_900319245.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp900320025--GB_GCA_900320025.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAG-791_sp900320325--GB_GCA_900320325.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAG-791_sp900320335--GB_GCA_902768735.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp900321785--GB_GCA_900321785.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp902780385--GB_GCA_902780385.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAG-791_sp902781215--GB_GCA_902781215.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp902781325--GB_GCA_902781325.1	{'phaC', 'phaA'}	complete	phaA,phaC	1.0	False	True
s__CAG-791_sp902783385--GB_GCA_902783385.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp902785055--GB_GCA_902785055.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp902789735--GB_GCA_902789735.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp902794825--GB_GCA_902794825.1	{'phaA'}	precursors_only	phaA			
s__CAG-791_sp902801415--GB_GCA_902801415.1	{'phaA'}	precursors_only	phaA			
s__CAG-793_sp930980675--GB_GCA_930980675.1	{'phaA'}	precursors_only	phaA			
s__CAG-841_sp002479075--GB_GCA_002479075.1	{'phaB'}	precursors_only	phaB			
s__CAG-873_sp002478045--GB_GCA_002478045.1	{'phaB'}	precursors_only	phaB			
s__CAG-873_sp004554255--GB_GCA_004554255.1	{'phaB'}	precursors_only	phaB			
s__CAG-873_sp009775225--GB_GCA_009775225.1	{'phaB'}	precursors_only	phaB			
s__CAG-873_sp009775535--GB_GCA_009775535.1	{'phaB'}	precursors_only	phaB			
s__CAG-882_sp003486385--GB_GCA_003486385.1	{'phaA'}	precursors_only	phaA			
s__CAG-917_sp934277645--GB_GCA_934277645.1	{'phaB'}	precursors_only	phaB			
s__CAG-95_sp000403495--GB_GCA_000403495.2	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp000436115--GB_GCA_000436115.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp000438155--GB_GCA_000438155.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp003612395--GB_GCA_003612395.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp009774465--GB_GCA_009774465.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp009911035--GB_GCA_009911035.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp009917455--GB_GCA_009917455.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp011959285--GB_GCA_011959285.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp014803415--GB_GCA_014803415.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp017622575--GB_GCA_017622575.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp018384375--GB_GCA_018384375.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp021628825--GB_GCA_021628825.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp900066375--GB_GCA_003490145.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp900553305--GB_GCA_900553305.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp900554925--GB_GCA_900554925.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp910579425--GB_GCA_910579425.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp910579685--GB_GCA_910579685.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp910586025--GB_GCA_910586025.1	{'phaA'}	precursors_only	phaA			
s__CAG-95_sp910587295--GB_GCA_910587295.1	{'phaA'}	precursors_only	phaA			
s__CAHJWT01_sp018982885--RS_GCF_018982885.2	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__CAIJKV01_sp903821335--GB_GCA_903821335.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	5.0	True	True
s__CAIJKY01_sp903821365--GB_GCA_903821365.1	{'phaP'}	accessory_only	phaP			
s__CAIJMI01_sp903821745--GB_GCA_903821745.1	{'phaA'}	precursors_only	phaA			
s__CAIJMU01_sp903821875--GB_GCA_903821875.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAIJOT01_sp903822335--GB_GCA_903822335.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAIJPD01_sp903822495--GB_GCA_903822495.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAIJPN01_sp903822545--GB_GCA_903822545.1	{'phaC', 'phaA'}	complete	phaA,phaC	1.0	True	False
s__CAIJXJ01_sp903824575--GB_GCA_903824575.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__CAIJXV01_sp903824675--GB_GCA_903824675.1	{'phaA'}	precursors_only	phaA			
s__CAIKAF01_sp903825395--GB_GCA_903825395.1	{'phaA'}	precursors_only	phaA			
s__CAIKAF01_sp903837495--GB_GCA_903837495.1	{'phaA'}	precursors_only	phaA			
s__CAIKAW01_sp903825575--GB_GCA_903825575.1	{'phaA'}	precursors_only	phaA			
s__CAIKBD01_sp903825565--GB_GCA_903825565.1	{'phaA'}	precursors_only	phaA			
s__CAIKBL01_sp903825645--GB_GCA_903825645.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	4.0	True	True
s__CAIKBN01_sp903825675--GB_GCA_903825675.1	{'phaA'}	precursors_only	phaA			
s__CAIKLP01_sp024645045--GB_GCA_024645045.1	{'phaA'}	precursors_only	phaA			
s__CAIKLP01_sp903828245--GB_GCA_903828245.1	{'phaA'}	precursors_only	phaA			
s__CAIKLP01_sp903838995--GB_GCA_903838995.1	{'phaA'}	precursors_only	phaA			
s__CAIKLP01_sp903951325--GB_GCA_903951325.1	{'phaA'}	precursors_only	phaA			
s__CAIKMD01_sp903822185--GB_GCA_903822185.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	3.0	True	True
s__CAIKMD01_sp903828515--GB_GCA_903828515.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__CAIKMS01_sp903828595--GB_GCA_903828595.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	2.0	True	False
s__CAIKOA01_sp014727975--GB_GCA_014727975.1	{'phaA'}	precursors_only	phaA			
s__CAIKOA01_sp903828955--GB_GCA_903828955.1	{'phaA'}	precursors_only	phaA			
s__CAIKOD01_sp903819595--GB_GCA_903819595.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAIKPM01_sp903829325--GB_GCA_903829325.1	{'phaA'}	precursors_only	phaA			
s__CAIKUF01_sp023954175--GB_GCA_023954175.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__CAIKVZ01_sp903830985--GB_GCA_903830985.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__CAIKVZ01_sp903832285--GB_GCA_903832285.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__CAIKVZ01_sp903838565--GB_GCA_903838565.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	True
s__CAIKVZ01_sp903909815--GB_GCA_903909815.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	5.0	True	True
s__CAIKXD01_sp903831265--GB_GCA_903831265.1	{'phaA'}	precursors_only	phaA			
s__CAIKXV01_sp020248265--GB_GCA_020248265.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	2.0	True	False
s__CAIKXV01_sp903831455--GB_GCA_903831455.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	3.0	True	True
s__CAIKZD01_sp903831805--GB_GCA_903831805.1	{'phaP'}	accessory_only	phaP			
s__CAIKZJ01_sp903831845--GB_GCA_903831845.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAIKZJ01_sp903901375--GB_GCA_903901375.1	{'phaA'}	precursors_only	phaA			
s__CAIKZZ01_sp903832085--GB_GCA_903832085.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__CAILAD01_sp903832035--GB_GCA_903832035.1	{'phaP'}	accessory_only	phaP			
s__CAILAF01_sp903830285--GB_GCA_903830285.1	{'phaA'}	precursors_only	phaA			
s__CAILAF01_sp903870685--GB_GCA_903870685.1	{'phaA'}	precursors_only	phaA			
s__CAILAF01_sp903881425--GB_GCA_903881425.1	{'phaA'}	precursors_only	phaA			
s__CAILAF01_sp903884185--GB_GCA_903884185.1	{'phaA'}	precursors_only	phaA			
s__CAILAF01_sp903904335--GB_GCA_903904335.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAILKP01_sp021294835--GB_GCA_021294835.1	{'phaA'}	precursors_only	phaA			
s__CAILMK01_sp903829945--GB_GCA_903829945.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAILMQ01_sp903835385--GB_GCA_903835385.1	{'phaA'}	precursors_only	phaA			
s__CAILQE01_sp903836325--GB_GCA_903836325.1	{'phaP'}	accessory_only	phaP			
s__CAILQO01_sp903836285--GB_GCA_903836285.1	{'phaA'}	precursors_only	phaA			
s__CAILRJ01_sp010365165--GB_GCA_000195205.2	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__CAILUG01_sp903837345--GB_GCA_903837345.1	{'phaA'}	precursors_only	phaA			
s__CAILUG01_sp903853385--GB_GCA_903853385.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAILZL01_sp903838705--GB_GCA_903838705.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAIMDX01_sp903839905--GB_GCA_903839905.1	{'phaA'}	precursors_only	phaA			
s__CAIMEY01_sp903840165--GB_GCA_903840165.1	{'phaC', 'phaA'}	complete	phaA,phaC	2.0	True	False
s__CAIMFV01_sp903840435--GB_GCA_903840435.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__CAIMFV01_sp903851655--GB_GCA_903851655.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	3.0	True	True
s__CAIMFV01_sp903874895--GB_GCA_903874895.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	False	True
s__CAIMFV01_sp903884425--GB_GCA_903884425.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__CAIMGI01_sp903840505--GB_GCA_903840505.1	{'phaA'}	precursors_only	phaA			
s__CAIMNF01_sp903831745--GB_GCA_903831745.1	{'phaA'}	precursors_only	phaA			
s__CAIMNF01_sp945874535--GB_GCA_945874535.1	{'phaA'}	precursors_only	phaA			
s__CAIMOR01_sp903835235--GB_GCA_903835235.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	4.0	True	True
s__CAIMOR01_sp903843125--GB_GCA_903843125.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	False
s__CAIMUM01_sp903929005--GB_GCA_903929005.1	{'phaA'}	precursors_only	phaA			
s__CAIMUS01_sp903844665--GB_GCA_903844665.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	False
s__CAIMUX01_sp903844735--GB_GCA_903844735.1	{'phaA'}	precursors_only	phaA			
s__CAIMVM01_sp903844895--GB_GCA_903844895.1	{'phaA'}	precursors_only	phaA			
s__CAIMWE01_sp903845115--GB_GCA_903845115.1	{'phaA'}	precursors_only	phaA			
s__CAIMWO01_sp903845195--GB_GCA_903845195.1	{'phaP'}	accessory_only	phaP			
s__CAIMZW01_sp903846075--GB_GCA_903846075.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAIMZW01_sp903850565--GB_GCA_903850565.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAIMZW01_sp903873185--GB_GCA_903873185.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAINCQ01_sp903847095--GB_GCA_903847095.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAINDZ01_sp016703265--GB_GCA_016703265.1	{'phaA'}	precursors_only	phaA			
s__CAINDZ01_sp903847545--GB_GCA_903847545.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAINDZ01_sp903859215--GB_GCA_903859215.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAINFC01_sp903847975--GB_GCA_903847975.1	{'phaB'}	precursors_only	phaB			
s__CAINMV01_sp903850915--GB_GCA_903850915.1	{'phaA'}	precursors_only	phaA			
s__CAINMV01_sp903897855--GB_GCA_903897855.1	{'phaA'}	precursors_only	phaA			
s__CAINMV01_sp903910445--GB_GCA_903910445.1	{'phaA'}	precursors_only	phaA			
s__CAINOH01_sp903851445--GB_GCA_903851445.1	{'phaA'}	precursors_only	phaA			
s__CAINVI01_sp016713765--GB_GCA_016713765.1	{'phaA'}	precursors_only	phaA			
s__CAINVV01_sp023488865--GB_GCA_023488865.1	{'phaB', 'phaP'}	precursors_only	phaB,phaP			
s__CAINVV01_sp903854235--GB_GCA_903854235.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAINVV01_sp903902325--GB_GCA_903902325.1	{'phaP'}	accessory_only	phaP			
s__CAIOAK01_sp903855945--GB_GCA_903855945.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAIOAK01_sp903874275--GB_GCA_903874275.1	{'phaA'}	precursors_only	phaA			
s__CAIOAK01_sp903904005--GB_GCA_903904005.1	{'phaA'}	precursors_only	phaA			
s__CAIODY01_sp903857255--GB_GCA_903857255.1	{'phaA'}	precursors_only	phaA			
s__CAIOGI01_sp903839695--GB_GCA_903839695.1	{'phaB'}	precursors_only	phaB			
s__CAIOGM01_sp903902345--GB_GCA_903902345.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAIOGM01_sp903902855--GB_GCA_903902855.1	{'phaA'}	precursors_only	phaA			
s__CAIOGM01_sp903929485--GB_GCA_903929485.1	{'phaA'}	precursors_only	phaA			
s__CAIOGO01_sp903839615--GB_GCA_903839615.1	{'phaA'}	precursors_only	phaA			
s__CAIOGO01_sp903857865--GB_GCA_903857865.1	{'phaA'}	precursors_only	phaA			
s__CAIOLM01_sp903859205--GB_GCA_903859205.1	{'phaA'}	precursors_only	phaA			
s__CAIOMD01_sp903859365--GB_GCA_903859365.1	{'phaP'}	accessory_only	phaP			
s__CAIOMD01_sp903880655--GB_GCA_903880655.1	{'phaP'}	accessory_only	phaP			
s__CAIOSF01_sp903860855--GB_GCA_903860855.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__CAIOSP01_sp903861005--GB_GCA_903861005.1	{'phaA'}	precursors_only	phaA			
s__CAIOSQ01_sp016869915--GB_GCA_016869915.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	5.0	True	True
s__CAIOTO01_sp903861255--GB_GCA_903861255.1	{'phaB', 'phaC', 'phaZ'}	complete	phaB,phaC,phaZ	1.0	False	True
s__CAIOYC01_sp903837135--GB_GCA_903837135.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__CAIOYC01_sp903862425--GB_GCA_903862425.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__CAIPAT01_sp903840185--GB_GCA_903840185.1	{'phaB'}	precursors_only	phaB			
s__CAIPAT01_sp903863035--GB_GCA_903863035.1	{'phaA'}	precursors_only	phaA			
s__CAIPEB01_sp903863885--GB_GCA_903863885.1	{'phaA'}	precursors_only	phaA			
s__CAIPHK01_sp903864835--GB_GCA_903864835.1	{'phaA'}	precursors_only	phaA			
s__CAIPLT01_sp903865935--GB_GCA_903865935.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAIPMZ01_sp903824515--GB_GCA_903824515.1	{'phaB'}	precursors_only	phaB			
s__CAIPMZ01_sp903837175--GB_GCA_903837175.1	{'phaB'}	precursors_only	phaB			
s__CAIPTA01_sp903867855--GB_GCA_903867855.1	{'phaA'}	precursors_only	phaA			
s__CAIPTY01_sp903868145--GB_GCA_903868145.1	{'phaC', 'phaA'}	complete	phaA,phaC	2.0	True	False
s__CAIPUP01_sp903868285--GB_GCA_903868285.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__CAIPVR01_sp903868545--GB_GCA_903868545.1	{'phaA'}	precursors_only	phaA			
s__CAIPYM01_sp903869345--GB_GCA_903869345.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__CAIQCK01_sp903870275--GB_GCA_903870275.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__CAIQDA01_sp903870415--GB_GCA_903870415.1	{'phaC', 'phaA', 'phaZ'}	complete	phaA,phaC,phaZ	2.0	True	False
s__CAIQEU01_sp903870905--GB_GCA_903870905.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAIQEU01_sp903918025--GB_GCA_903918025.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAIQIQ01_sp903871935--GB_GCA_903871935.1	{'phaA'}	precursors_only	phaA			
s__CAIQJJ01_sp903872065--GB_GCA_903872065.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAIQLG01_sp903872565--GB_GCA_903872565.1	{'phaB'}	precursors_only	phaB			
s__CAIQPK01_sp903873705--GB_GCA_903873705.1	{'phaA'}	precursors_only	phaA			
s__CAIQPS01_sp903873715--GB_GCA_903873715.1	{'phaA'}	precursors_only	phaA			
s__CAIQQQ01_sp903823665--GB_GCA_903823665.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	3.0	True	True
s__CAIQQQ01_sp903873995--GB_GCA_903873995.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	3.0	True	True
s__CAIQQQ01_sp903924855--GB_GCA_903924855.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	3.0	True	True
s__CAIQVS01_sp903875345--GB_GCA_903875345.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__CAIQWC01_sp903825305--GB_GCA_903825305.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__CAIQWC01_sp903875425--GB_GCA_903875425.1	{'phaB', 'phaP', 'phaA'}	precursors_only	phaA,phaB,phaP			
s__CAIRCN01_sp903877135--GB_GCA_903877135.1	{'phaA'}	precursors_only	phaA			
s__CAIRCU01_sp903877165--GB_GCA_903877165.1	{'phaA'}	precursors_only	phaA			
s__CAIRDJ01_sp903877335--GB_GCA_903877335.1	{'phaA'}	precursors_only	phaA			
