gtdb_phylum	gtdb_family	n_species	pct_phaC	phylum_pct_phaC	odds_ratio	p_value	enrichment	p_corrected	enrichment_corrected
Pseudomonadota	Moraxellaceae	186	66.7	62.000596302921885	1.23271375464684	0.1933730708882124	ns	1.0	ns
Pseudomonadota	Nitrincolaceae	32	71.9	62.000596302921885	1.5694175800558778	0.27831443793941324	ns	1.0	ns
Pseudomonadota	Oleiphilaceae	50	94.0	62.000596302921885	9.700226977950713	2.385832917065451e-07	enriched	5.9168656343223186e-05	enriched
Pseudomonadota	Porticoccaceae	56	23.2	62.000596302921885	0.1827370735592726	4.670705353025178e-09	depleted	1.1583349275502442e-06	depleted
Pseudomonadota	Pseudohongiellaceae	40	5.0	62.000596302921885	0.0317916513680159	2.8312163125430067e-14	depleted	7.021416455106657e-12	depleted
Pseudomonadota	Pseudomonadaceae	498	84.1	62.000596302921885	3.5027753333784606	4.242305761640503e-29	enriched	1.0520918288868448e-26	enriched
Pseudomonadota	AG-339-G14	18	0.0	62.000596302921885	0.0	2.62886680993517e-08	depleted	6.519589688639221e-06	depleted
Pseudomonadota	D2472	47	0.0	62.000596302921885	0.0	1.3625380274470312e-20	depleted	3.3790943080686376e-18	depleted
Pseudomonadota	SAR86	15	0.0	62.000596302921885	0.0	4.847645675893483e-07	depleted	0.00012022161276215837	depleted
Pseudomonadota	TMED112	10	0.0	62.000596302921885	0.0	6.208776785736931e-05	depleted	0.01539776642862759	depleted
Pseudomonadota	Steroidobacteraceae	44	59.1	62.000596302921885	0.8845605828427023	0.755762627397315	ns	1.0	ns
Pseudomonadota	Thiomicrospiraceae	11	0.0	62.000596302921885	0.0	2.3535509493857972e-05	depleted	0.005836806354476777	depleted
Pseudomonadota	UBA4486	11	81.8	62.000596302921885	2.7618072289156625	0.2242565183182161	ns	1.0	ns
Pseudomonadota	Woeseiaceae	18	5.6	62.000596302921885	0.03582038876156523	8.035486488472455e-07	depleted	0.0001992800649141169	depleted
Pseudomonadota	Rhodanobacteraceae	52	96.2	62.000596302921885	15.49647116086639	9.616730941379778e-09	enriched	2.384949273462185e-06	enriched
Pseudomonadota	Wenzhouxiangellaceae	16	68.8	62.000596302921885	1.3492767598842816	0.7973911476065088	ns	1.0	ns
Pseudomonadota	Xanthomonadaceae	207	94.2	62.000596302921885	10.40016397578204	1.3935326181737375e-27	enriched	3.455960893070869e-25	enriched
Thermoproteota	UBA233	12	0.0	61.224489795918366	0.0	3.3329924665079564e-06	depleted	0.0008265821316939732	depleted
Thermoproteota	Nitrosopumilaceae	55	89.1	61.224489795918366	23.757575757575758	8.304360989148336e-11	enriched	2.0594815253087873e-08	enriched
Thermoproteota	Nitrososphaeraceae	11	100.0	61.224489795918366	inf	0.005897617868197336	enriched	1.0	ns
Thermoproteota	Sulfolobaceae	20	0.0	61.224489795918366	0.0	9.813448182729797e-11	depleted	2.4337351493169896e-08	depleted
