orgId	locusId	gene_cluster_id	root_og	OG_id	taxonomic_tier	tier_source	hypothesis_status	conservation_score	ignorance_score	importance_score	n_species	n_phyla	evidence_summary
RalstoniaUW163	UW163_RS21435	NZ_JQSI01000035.1_32	COG1672	OG11299	kingdom	pangenome	true_knowledge_gap	7.926858295858704	3	23.780574887576112	13104.0	115.0	none
RalstoniaUW163	UW163_RS21440		COG0668	OG15471	kingdom	pangenome	weak_lead	7.983132753163255	2	15.96626550632651	23302.0	132.0	named-domain
RalstoniaUW163	UW163_RS21455	NZ_JALO01000197.1_51		OG14836	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS21460	NZ_JIBY01000441.1_2	2ZBXZ	OG14931	phylum	pangenome	true_knowledge_gap	6.3824508081157445	3	19.147352424347233	50.0	1.0	none
RalstoniaUW163	UW163_RS21505	NZ_CP012944.1_371	COG3850	OG09145	kingdom	pangenome	weak_lead	7.912109592043342	2	15.824219184086685	11269.0	85.0	named-domain
RalstoniaUW163	UW163_RS21520	CP047137.1_1153	3177D	OG15468	genus	pangenome	true_knowledge_gap	2.135528190391758	3	6.406584571175273	4.0	1.0	none
RalstoniaUW163	UW163_RS21525	NZ_JACWPI010000049.1_12	COG1379	OG13731	kingdom	pangenome	weak_lead	7.804853412692568	2	15.609706825385135	3762.0	92.0	DUF-only
RalstoniaUW163	UW163_RS21535	NZ_CDRX01000001.1_444	COG3766	OG03733	kingdom	pangenome	weak_lead	7.798269824964082	2	15.596539649928165	3517.0	40.0	DUF-only
RalstoniaUW163	UW163_RS21580	NZ_PQWP01000170.1_26	COG3759	OG09200	kingdom	pangenome	weak_lead	7.8087506924158285	2	15.617501384831657	3915.0	31.0	DUF-only
RalstoniaUW163	UW163_RS21585	JALNIV010000005.1_119	2ZH5X	OG15278	order	pangenome	true_knowledge_gap	4.3475812226468635	3	13.042743667940591	35.0	1.0	none
RalstoniaUW163	UW163_RS21595	NZ_JQSI01000146.1_5	COG1917	OG15368	kingdom	pangenome	true_knowledge_gap	7.980483396727963	3	23.94145019018389	22679.0	130.0	none
RalstoniaUW163	UW163_RS21610			OG15397	genus	FB-only	weak_lead	2.067764095195879	2	4.135528190391758	2.0	1.0	DUF-only
RalstoniaUW163	UW163_RS25230	NZ_JALO01000197.1_19		OG15092	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS21615	NZ_CP051295.1_1144		OG15020	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25235	NZ_CP034194.1_1933		OG14644	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS21625	NZ_JACWQH010000078.1_1	COG2823	OG12932	kingdom	pangenome	true_knowledge_gap	7.880682302811592	3	23.642046908434775	8171.0	70.0	none
RalstoniaUW163	UW163_RS21635	NZ_CP034195.1_2633		OG15176	genus	FB-only	true_knowledge_gap	2.107403549780767	3	6.322210649342301	3.0	1.0	none
RalstoniaUW163	UW163_RS21650	NZ_CP088236.1_498		OG14779	genus	FB-only	true_knowledge_gap	2.107403549780767	3	6.322210649342301	3.0	1.0	none
RalstoniaUW163	UW163_RS21790	NZ_CDQJ01000001.1_4266	316UZ	OG15026	class	pangenome	weak_lead	5.25800196138281	2	10.51600392276562	14.0	1.0	named-domain
RalstoniaUW163	UW163_RS21820	NZ_MZNB01000012.1_8	COG4875	OG13212	kingdom	pangenome	weak_lead	7.730143696022138	2	15.460287392044275	1752.0	36.0	GapMind-low; named-domain
RalstoniaUW163	UW163_RS25240	NZ_JQOI01000016.1_78		OG15219	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25245	NZ_JALNIS010000003.1_269		OG15099	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS21890	NZ_JALNIW010000009.1_18		OG14784	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS21895	NZ_JALO01000191.1_1		OG15203	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS21910	NZ_CP012940.1_1172		OG15495	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS21915	NZ_CDLS01000001.1_671		OG15379	genus	FB-only	true_knowledge_gap	2.135528190391758	3	6.406584571175273	4.0	1.0	none
RalstoniaUW163	UW163_RS21940	NZ_CP034197.1_649		OG15107	genus	FB-only	true_knowledge_gap	2.135528190391758	3	6.406584571175273	4.0	1.0	none
RalstoniaUW163	UW163_RS21950	NZ_CP088236.1_275	32Y65	OG15438	kingdom	pangenome	weak_lead	7.48854208417873	2	14.97708416835746	148.0	9.0	named-domain
RalstoniaUW163	UW163_RS21960				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS25260	NZ_PQWP01000007.1_120		OG14710	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25265				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS25270	NZ_JXAZ01000114.1_26	32UZ7	OG15153	kingdom	pangenome	weak_lead	7.64900579883477	2	15.29801159766954	764.0	14.0	DUF-only
RalstoniaUW163	UW163_RS21970	NZ_JAMPLQ010000049.1_8		OG15248	genus	FB-only	weak_lead	2.067764095195879	2	4.135528190391758	2.0	1.0	DUF-only
RalstoniaUW163	UW163_RS21980	NZ_JALNIP010000025.1_21		OG15410	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS21985	NZ_JXAZ01000114.1_21		OG15335	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25280	NZ_CP021765.2_502		OG14862	genus	FB-only	true_knowledge_gap	2.107403549780767	3	6.322210649342301	3.0	1.0	none
RalstoniaUW163	UW163_RS22055	NZ_CDLS01000001.1_894	COG1511	OG14763	kingdom	pangenome	true_knowledge_gap	7.927897231503335	3	23.783691694510004	13244.0	72.0	none
RalstoniaUW163	UW163_RS22080	NZ_CP034195.1_3691		OG14657	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22085	NZ_CDQJ01000001.1_1485		OG15082	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25295		32VHT	OG13581	order	pangenome	true_knowledge_gap	4.483109413038621	3	13.449328239115863	140.0	1.0	none
RalstoniaUW163	UW163_RS22110	JALNIV010000032.1_21	316GC	OG12910	family	pangenome	true_knowledge_gap	3.2769832210841057	3	9.830949663252317	17.0	1.0	none
RalstoniaUW163	UW163_RS22115	CP047139.1_378	347U2	OG13496	family	pangenome	true_knowledge_gap	3.292871546851691	3	9.878614640555073	20.0	1.0	none
RalstoniaUW163	UW163_RS22120	NZ_CDMD01000001.1_3281	344VW	OG13498	phylum	pangenome	true_knowledge_gap	6.350335289953291	3	19.05100586985987	36.0	1.0	none
RalstoniaUW163	UW163_RS22130			OG14977	genus	FB-only	true_knowledge_gap	2.107403549780767	3	6.322210649342301	3.0	1.0	none
RalstoniaUW163	UW163_RS25300		346FP	OG11916	kingdom	pangenome	true_knowledge_gap	7.4997628740991535	3	22.49928862229746	166.0	3.0	none
RalstoniaUW163	UW163_RS22135	NZ_CP034195.1_1032	32SXK	OG13679	kingdom	pangenome	true_knowledge_gap	7.553287530244742	3	22.659862590734228	287.0	10.0	none
RalstoniaUW163	UW163_RS22160				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS25305	NZ_JACWOO010000053.1_10		OG15114	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22205	NZ_CP026093.2_1204	COG4275	OG08240	kingdom	pangenome	weak_lead	7.77282303690689	2	15.54564607381378	2711.0	55.0	named-domain
RalstoniaUW163	UW163_RS22220	NZ_JACWNR010000007.1_155	33179	OG15510	kingdom	pangenome	weak_lead	7.502664063967718	2	15.005328127935435	171.0	12.0	DUF-only
RalstoniaUW163	UW163_RS22225			OG14889	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22260	NZ_JQSI01000092.1_10	316FA	OG15192	mobile	pangenome	true_knowledge_gap	4.250756949326724	3	12.75227084798017	13.0	2.0	none
RalstoniaUW163	UW163_RS22310	NZ_CDMB01000001.1_3049	COG0596	OG14973	kingdom	pangenome	weak_lead	7.9742540688021215	2	15.948508137604243	21279.0	107.0	GapMind-low; DUF-only
RalstoniaUW163	UW163_RS22315	NZ_JALNIT010000030.1_40	2Z9TZ	OG14810	class	pangenome	weak_lead	5.5038008549635435	2	11.007601709927087	173.0	1.0	named-domain
RalstoniaUW163	UW163_RS22320				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS25310	CP047137.1_577	COG4104	OG00514	kingdom	pangenome	weak_lead	7.813478933715967	2	15.626957867431933	4109.0	50.0	named-domain
RalstoniaUW163	UW163_RS22330	JALNIV010000030.1_38	COG3291	OG14800	kingdom	pangenome	true_knowledge_gap	7.914728856990091	3	23.74418657097027	11575.0	92.0	none
RalstoniaUW163	UW163_RS22335	NZ_CDMD01000001.1_1713	COG5298	OG14460	kingdom	pangenome	weak_lead	7.639329045355301	2	15.278658090710602	692.0	21.0	DUF-only
RalstoniaUW163	UW163_RS22340	NZ_JACWNZ010000077.1_7	31EC1	OG14958	genus	pangenome	true_knowledge_gap	2.2507569493267243	3	6.7522708479801725	13.0	1.0	none
RalstoniaUW163	UW163_RS22355	NC_017575.1_310	COG1215	OG03087	kingdom	pangenome	weak_lead	7.992788658847354	2	15.985577317694707	25721.0	139.0	named-domain
RalstoniaUW163	UW163_RS22375	NZ_CDRJ01000001.1_2281		OG15430	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22400	NZ_CP012940.1_1268	30X8U	OG15390	genus	pangenome	true_knowledge_gap	2.2032922855876365	3	6.609876856762909	8.0	1.0	none
RalstoniaUW163	UW163_RS22415			OG15006	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22420			OG15423	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22435		COG0624	OG01184	kingdom	pangenome	weak_lead	7.985863276366749	2	15.971726552733498	23962.0	128.0	named-domain
RalstoniaUW163	UW163_RS22445	NZ_CDMD01000001.1_3186		OG15220	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22450	NZ_CDMD01000001.1_3187		OG15400	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22455	NZ_CDLZ01000001.1_4578	3492S	OG15513	family	pangenome	weak_lead	3.41393863279547	2	6.82787726559094	69.0	1.0	DUF-only
RalstoniaUW163	UW163_RS25320			OG14863	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25335	NZ_JXAZ01000112.1_7	3325V	OG15304	kingdom	pangenome	true_knowledge_gap	7.401891049524365	3	22.205673148573094	61.0	2.0	none
RalstoniaUW163	UW163_RS25340			OG14777	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22535	JALNIV010000004.1_39		OG14738	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25345			OG14769	genus	FB-only	true_knowledge_gap	2.107403549780767	3	6.322210649342301	3.0	1.0	none
RalstoniaUW163	UW163_RS22545			OG15573	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22555	NZ_CP034199.1_4658	COG3676		kingdom	pangenome	weak_lead	7.671433260792257	2	15.342866521584513	961.0	54.0	named-domain
RalstoniaUW163	UW163_RS22565	NZ_JACWNG010000018.1_1229	COG3914	OG06296	kingdom	pangenome	weak_lead	7.794008709300627	2	15.588017418601254	3367.0	43.0	named-domain
RalstoniaUW163	UW163_RS22575	NZ_CP012940.1_1304		OG14952	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22585	NZ_CP034196.1_4079	COG0823	OG14932	kingdom	pangenome	weak_lead	7.960836021260118	2	15.921672042520235	18550.0	110.0	named-domain
RalstoniaUW163	UW163_RS22590	NZ_JQSH01000086.1_6	31C5B	OG15011	kingdom	pangenome	true_knowledge_gap	7.509294599305131	3	22.527883797915393	183.0	6.0	none
RalstoniaUW163	UW163_RS22645	NZ_JACWNK010000022.1_7	32SU1	OG04887	kingdom	pangenome	true_knowledge_gap	7.599830764692547	3	22.79949229407764	462.0	23.0	none
RalstoniaUW163	UW163_RS22655	NZ_CP034197.1_200	COG1917	OG05100	kingdom	pangenome	weak_lead	7.980483396727963	2	15.960966793455926	22679.0	130.0	named-domain
RalstoniaUW163	UW163_RS25350				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS22705	JALNIV010000004.1_70	33196	OG15170	phylum	pangenome	true_knowledge_gap	6.4095928985056165	3	19.22877869551685	66.0	1.0	none
RalstoniaUW163	UW163_RS22710	NZ_CP034199.1_1596	COG4849	OG14464	kingdom	pangenome	weak_lead	7.741608896737375	2	15.48321779347475	1970.0	46.0	named-domain
RalstoniaUW163	UW163_RS22715	JALNIV010000004.1_72	COG4861	OG14482	kingdom	pangenome	weak_lead	7.757343261201745	2	15.51468652240349	2314.0	68.0	named-domain
RalstoniaUW163	UW163_RS25360			OG15189	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22735	NZ_JXAY01000110.1_9	349GH	OG14944	class	pangenome	weak_lead	5.388147346957442	2	10.776294693914885	53.0	1.0	DUF-only
RalstoniaUW163	UW163_RS22760	NZ_CDLX01000001.1_753	3176V	OG15160	class	pangenome	true_knowledge_gap	5.25800196138281	3	15.77400588414843	14.0	1.0	none
RalstoniaUW163	UW163_RS22790	CP047139.1_414	33HHY	OG15349	phylum	pangenome	weak_lead	6.306535083014704	2	12.613070166029408	23.0	1.0	DUF-only
RalstoniaUW163	UW163_RS22795	NZ_MZNB01000052.1_30	33E1Q	OG12233	kingdom	pangenome	true_knowledge_gap	7.500933701555334	3	22.502801104666002	168.0	3.0	none
RalstoniaUW163	UW163_RS22800	NZ_JIBY01000306.1_5	30B7M	OG13597	class	pangenome	true_knowledge_gap	5.314686712919865	3	15.944060138759596	25.0	1.0	none
RalstoniaUW163	UW163_RS22840	NZ_CP026093.2_1288	COG0366	OG01706	kingdom	pangenome	weak_lead	7.965914089461688	2	15.931828178923377	19539.0	104.0	GapMind-low; named-domain
RalstoniaUW163	UW163_RS25365			OG15375	genus	FB-only	true_knowledge_gap	2.107403549780767	3	6.322210649342301	3.0	1.0	none
RalstoniaUW163	UW163_RS25370				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS25375	NZ_JALO01000166.1_61		OG15010	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22905	NZ_CDLY01000001.1_2911		OG15036	genus	FB-only	true_knowledge_gap	2.107403549780767	3	6.322210649342301	3.0	1.0	none
RalstoniaUW163	UW163_RS22910	NZ_JXAZ01000106.1_33	COG3011	OG15331	kingdom	pangenome	weak_lead	7.8992198661743105	2	15.798439732348621	9877.0	66.0	named-domain
RalstoniaUW163	UW163_RS22915	NZ_JXAZ01000106.1_32	COG3011	OG15257	kingdom	pangenome	weak_lead	7.8992198661743105	2	15.798439732348621	9877.0	66.0	named-domain
RalstoniaUW163	UW163_RS25380			OG15138	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS22985			OG15353	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS23005	NZ_CP034194.1_3232	334HM	OG15313	phylum	pangenome	weak_lead	6.314686712919865	2	12.62937342583973	25.0	1.0	GapMind-low
RalstoniaUW163	UW163_RS23010	NZ_CDRJ01000001.1_1646	334HM	OG15319	phylum	pangenome	weak_lead	6.314686712919865	2	12.62937342583973	25.0	1.0	GapMind-low
RalstoniaUW163	UW163_RS23020	NZ_CDLS01000001.1_1503	COG1310	OG14035	kingdom	pangenome	true_knowledge_gap	7.881421309170521	3	23.644263927511563	8233.0	97.0	none
RalstoniaUW163	UW163_RS23025	JALNIV010000004.1_134	30X2S	OG14837	genus	pangenome	true_knowledge_gap	2.2429317401725246	3	6.728795220517574	12.0	1.0	none
RalstoniaUW163	UW163_RS25385				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS23060	NZ_JQSI01000678.1_1		OG15282	genus	FB-only	weak_lead	2.107403549780767	2	4.214807099561534	3.0	1.0	named-domain
RalstoniaUW163	UW163_RS25390			OG14856	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS23120	CP047139.1_190		OG15178	genus	FB-only	true_knowledge_gap	2.135528190391758	3	6.406584571175273	4.0	1.0	none
RalstoniaUW163	UW163_RS23125	NZ_CDRJ01000001.1_712		OG15171	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS23135	NZ_CP034199.1_4658	COG3676	OG15113	kingdom	pangenome	weak_lead	7.671433260792257	2	15.342866521584513	961.0	54.0	named-domain
RalstoniaUW163	UW163_RS23140	NZ_MZNA01000098.1_2		OG14790	genus	FB-only	true_knowledge_gap	2.135528190391758	3	6.406584571175273	4.0	1.0	none
RalstoniaUW163	UW163_RS23145	NZ_LVKS01000088.1_9		OG15097	genus	FB-only	true_knowledge_gap	2.135528190391758	3	6.406584571175273	4.0	1.0	none
RalstoniaUW163	UW163_RS23150	NZ_CDRW01000001.1_3750	COG0457	OG15328	kingdom	pangenome	true_knowledge_gap	7.990834602144507	3	23.972503806433522	25212.0	137.0	none
RalstoniaUW163	UW163_RS23170	NZ_CP012688.1_129		OG14994	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25395			OG15325	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS23205	NZ_CP012940.1_1430			species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	named-domain
RalstoniaUW163	UW163_RS25400				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS23210				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS23215	NZ_CDMB01000001.1_4873	33IM1		kingdom	pangenome	true_knowledge_gap	7.522282217935155	3	22.566846653805463	209.0	7.0	none
RalstoniaUW163	UW163_RS23235	NZ_CP034195.1_3529	30X5F		order	pangenome	true_knowledge_gap	4.225107451655812	3	12.675322354967435	10.0	1.0	none
RalstoniaUW163	UW163_RS23240	NZ_CP034195.1_3528	33431	OG09275	kingdom	pangenome	true_knowledge_gap	7.508220270646727	3	22.52466081194018	181.0	3.0	none
RalstoniaUW163	UW163_RS23245	NZ_JALNIQ010000033.1_22	33W0R		class	pangenome	true_knowledge_gap	5.386285139718482	3	16.158855419155447	52.0	1.0	none
RalstoniaUW163	UW163_RS25405			OG05616	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS23270	NZ_JIBY01000286.1_17		OG15500	genus	FB-only	true_knowledge_gap	2.107403549780767	3	6.322210649342301	3.0	1.0	none
RalstoniaUW163	UW163_RS23275	NZ_JQSI01000135.1_4	32YN4	OG11539	kingdom	pangenome	true_knowledge_gap	7.599193870426405	3	22.797581611279217	459.0	4.0	none
RalstoniaUW163	UW163_RS23280	NZ_LN651281.1_14	COG3167	OG15013	kingdom	pangenome	true_knowledge_gap	7.8408931759416	3	23.5226795278248	5439.0	84.0	none
RalstoniaUW163	UW163_RS23285	NZ_CDQJ01000001.1_2120	3307F	OG15042	phylum	pangenome	true_knowledge_gap	6.598766957415735	3	19.796300872247205	457.0	1.0	none
RalstoniaUW163	UW163_RS23315			OG14874	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS23330	NZ_JNVP03000032.1_5		OG14687	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25410			OG15526	genus	FB-only	true_knowledge_gap	2.107403549780767	3	6.322210649342301	3.0	1.0	none
RalstoniaUW163	UW163_RS23365	NZ_CP012940.1_1461	COG3706		kingdom	pangenome	weak_lead	7.954982936469695	2	15.90996587293939	17472.0	130.0	named-domain
RalstoniaUW163	UW163_RS23375	NZ_CP012940.1_1463	COG3903	OG14998	kingdom	pangenome	weak_lead	7.819901356832211	2	15.639802713664421	4388.0	51.0	named-domain
RalstoniaUW163	UW163_RS23380			OG15050	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS23390	NZ_JALNIS010000027.1_13		OG15528	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS25425			OG15131	genus	FB-only	weak_lead	2.067764095195879	2	4.135528190391758	2.0	1.0	named-domain
RalstoniaUW163	UW163_RS25430				species	FB-only	true_knowledge_gap	1.0	3	3.0	1.0	1.0	none
RalstoniaUW163	UW163_RS23405	NZ_NCTK01000002.1_115	31TMV	OG14852	genus	pangenome	true_knowledge_gap	2.5374192399161224	3	7.612257719748367	244.0	1.0	none
RalstoniaUW163	UW163_RS23410	NZ_CP088238.1_349	32R9I	OG11441	class	pangenome	weak_lead	5.622236645090205	2	11.24447329018041	581.0	1.0	DUF-only
RalstoniaUW163	UW163_RS23430	NZ_JQOI01000007.1_104	COG4737	OG05057	kingdom	pangenome	true_knowledge_gap	7.810703790879662	3	23.432111372638985	3994.0	51.0	none
RalstoniaUW163	UW163_RS23460	NZ_JACWOR010000048.1_4	2Z9MP	OG14983	class	pangenome	weak_lead	5.4638784394746365	2	10.927756878949273	115.0	1.0	named-domain
RalstoniaUW163	UW163_RS23465	NZ_CDLX01000001.1_1070	COG4705	OG15501	kingdom	pangenome	true_knowledge_gap	7.757848932626151	3	23.273546797878453	2326.0	35.0	none
RalstoniaUW163	UW163_RS23485	NZ_JALNIX010000047.1_24	COG1305	OG02521	kingdom	pangenome	weak_lead	7.9627564820788095	2	15.925512964157619	18918.0	116.0	GapMind-low; named-domain
RalstoniaUW163	UW163_RS23490	NC_017575.1_86	COG1721	OG02437	kingdom	pangenome	weak_lead	7.959898710092804	2	15.919797420185608	18373.0	121.0	DUF-only
RalstoniaUW163	UW163_RS23520	NZ_CP012940.1_1493		OG14698	genus	FB-only	true_knowledge_gap	2.067764095195879	3	6.203292285587637	2.0	1.0	none
RalstoniaUW163	UW163_RS23525	NZ_JQSH01000028.1_23	COG2229	OG02336	kingdom	pangenome	true_knowledge_gap	7.760092634122727	3	23.28027790236818	2380.0	34.0	none
RalstoniaUW163	UW163_RS23530	NZ_CDQJ01000001.1_3594	COG2018	OG15300	kingdom	pangenome	weak_lead	7.789735537119121	2	15.579471074238242	3223.0	62.0	named-domain
RalstoniaUW163	UW163_RS23535	JALNIV010000041.1_14	COG2018	OG02733	kingdom	pangenome	true_knowledge_gap	7.789735537119121	3	23.369206611357363	3223.0	62.0	none
RalstoniaUW163	UW163_RS23540	NZ_JACWOO010000026.1_35	33WMZ	OG13228	family	pangenome	true_knowledge_gap	3.318521044522603	3	9.955563133567809	26.0	1.0	none
RalstoniaUW163	UW163_RS23550	NZ_CDRW01000001.1_998	338UJ	OG15270	class	pangenome	true_knowledge_gap	5.372150456021466	3	16.1164513680644	45.0	1.0	none
RalstoniaUW163	UW163_RS23580	NZ_CDLX01000001.1_493	COG4104	OG00514	kingdom	pangenome	weak_lead	7.813478933715967	2	15.626957867431933	4109.0	50.0	named-domain
RalstoniaUW163	UW163_RS23585	NZ_JAMPLQ010000046.1_3	2ZG8C	OG14697	class	pangenome	weak_lead	5.430813759253691	2	10.861627518507381	82.0	1.0	named-domain
RalstoniaUW163	UW163_RS23590	NZ_CP034199.1_1660	COG1075	OG00106	kingdom	pangenome	weak_lead	7.921507017299217	2	15.843014034598434	12406.0	90.0	GapMind-low
SB2B	6935784			OG03230	genus	FB-only	weak_lead	2.190237866186931	2	4.380475732373862	7.0	1.0	named-domain; module-bare
SB2B	6935788		340US	OG06074	order	pangenome	weak_lead	4.250756949326724	2	8.501513898653448	13.0	1.0	module-bare
SB2B	6935792		COG0759	OG01824	kingdom	pangenome	strong_hypothesis	7.959962541374743	1	7.959962541374743	18385.0	116.0	named-domain; strong-fitness; module-bare
SB2B	6935802		COG3819	OG00767	kingdom	pangenome	weak_lead	7.742202600530175	2	15.48440520106035	1982.0	22.0	DUF-only
SB2B	6935803		COG1540	OG02540	kingdom	pangenome	weak_lead	7.890172895064715	2	15.78034579012943	9004.0	53.0	named-domain
SB2B	6935805		COG2049	OG00343	kingdom	pangenome	weak_lead	7.892065417278096	2	15.784130834556192	9180.0	52.0	named-domain; module-bare
SB2B	6935816		COG1739	OG00825	kingdom	pangenome	weak_lead	7.950576651318646	2	15.901153302637292	16702.0	66.0	named-domain; module-bare
SB2B	6935828		COG2922	OG02502	kingdom	pangenome	weak_lead	7.767067339189989	2	15.534134678379978	2556.0	29.0	DUF-only; module-bare
SB2B	6935829				species	FB-only	weak_lead	1.0	2	2.0	1.0	1.0	module-bare
SB2B	6935835		331AY	OG02940	kingdom	pangenome	weak_lead	7.630925250868343	2	15.261850501736687	635.0	4.0	DUF-only
SB2B	6935840		32S46	OG00466	kingdom	pangenome	weak_lead	7.758644268015736	2	15.517288536031472	2345.0	21.0	named-domain
SB2B	6935842		COG2861	OG05832	kingdom	pangenome	weak_lead	7.81461434941955	2	15.6292286988391	4157.0	64.0	named-domain
SB2B	6935849		COG2081	OG00427	kingdom	pangenome	weak_lead	7.954168217309179	2	15.908336434618358	17327.0	93.0	named-domain
SB2B	6935855		COG3758	OG02227	kingdom	pangenome	weak_lead	7.80079429557423	2	15.60158859114846	3609.0	23.0	named-domain
SB2B	6935856		COG2388	OG03253	kingdom	pangenome	weak_lead	7.883221435531366	2	15.766442871062733	8386.0	47.0	named-domain
SB2B	6935860		COG2819	OG09397	kingdom	pangenome	weak_lead	7.8767641829614705	2	15.753528365922941	7850.0	61.0	named-domain; module-bare
