orgId	pathway	metabolic_category	locusId	gene_cluster_id	match_type	confidence_tier	matched_annotation	max_abs_fit
Cup4G11	lysine	carbon	RR42_RS08975	NZ_CP010536.1_1808	keyword_match	Low	keyword:kinase	0.38966748
Cup4G11	lysine	carbon	RR42_RS09720	NZ_CP010536.1_1958	EC_match	High	EC:2.7.13.3	0.40958464
Cup4G11	lysine	carbon	RR42_RS09935	NZ_CP010536.1_2003	keyword_match	Low	keyword:dehydrogenase	0.37858364
Cup4G11	lysine	carbon	RR42_RS10230	NZ_CP010536.1_2067	keyword_match	Low	keyword:dehydrogenase	0.7124815
Cup4G11	lysine	carbon	RR42_RS10240	NZ_CP010536.1_2069	keyword_match	Low	keyword:transporter	1.5077834
Cup4G11	lysine	carbon	RR42_RS10270	NZ_SUQM01000049.1_42	keyword_match	Low	keyword:isomerase	0.8218467
Cup4G11	lysine	carbon	RR42_RS10280	NZ_CP010536.1_2077	keyword_match	Low	keyword:kinase	1.0416421
Cup4G11	lysine	carbon	RR42_RS10290	NZ_SUQM01000049.1_38	keyword_match	Low	keyword:transporter	0.99535567
Cup4G11	lysine	carbon	RR42_RS10630	NZ_CP010536.1_2150	keyword_match	Low	keyword:kinase	0.0
Cup4G11	lysine	carbon	RR42_RS10765	NZ_JAMBNM010000052.1_3	keyword_match	Low	keyword:hydrolase	0.8299856
Cup4G11	lysine	carbon	RR42_RS10925	NZ_JAMBNM010000035.1_57	keyword_match	Low	keyword:kinase	0.71828073
Cup4G11	lysine	carbon	RR42_RS11035	NZ_LZZU01000086.1_238	keyword_match	Low	keyword:dehydrogenase	0.38755584
Cup4G11	lysine	carbon	RR42_RS11050	NZ_JAMBNM010000035.1_35	PFam_match	Medium	PFam:Aldolase_II	0.60056454
Cup4G11	lysine	carbon	RR42_RS11525	NZ_CP010536.1_2331	keyword_match	Low	keyword:transporter	1.3073387
Cup4G11	lysine	carbon	RR42_RS11535	NZ_CP010536.1_2333	EC_match	High	EC:2.7.13.3	0.337735
Cup4G11	lysine	carbon	RR42_RS11625	NZ_SUQM01000059.1_40	keyword_match	Low	keyword:hydrolase	0.46091413
Cup4G11	lysine	carbon	RR42_RS11925	NZ_CP062803.1_2074	keyword_match	Low	keyword:transporter	0.5215899
Cup4G11	lysine	carbon	RR42_RS12120	NZ_CP010536.1_2454	EC_match	High	EC:2.7.13.3	0.39351958
Cup4G11	lysine	carbon	RR42_RS12135	NZ_CP010536.1_2457	EC_match	High	EC:2.7.13.3	0.34413987
Cup4G11	lysine	carbon	RR42_RS12760	NZ_CP010536.1_2581	keyword_match	Low	keyword:kinase	0.7445972
Cup4G11	lysine	carbon	RR42_RS13225	NZ_CP010536.1_2673	keyword_match	Low	keyword:kinase	1.0644875
Cup4G11	lysine	carbon	RR42_RS13940	NZ_SUQM01000019.1_79	keyword_match	Low	keyword:transporter	1.2285995
Cup4G11	lysine	carbon	RR42_RS14435	NZ_JAMBNM010000019.1_90	keyword_match	Low	keyword:dehydrogenase	0.0
Cup4G11	lysine	carbon	RR42_RS14535	NZ_CP010536.1_2927	keyword_match	Low	keyword:hydrolase	0.64253116
Cup4G11	lysine	carbon	RR42_RS15075	NZ_JAMBNM010000008.1_142	keyword_match	Low	keyword:hydrolase	0.5697928
Cup4G11	lysine	carbon	RR42_RS16380	NZ_CP010536.1_3296	EC_match	High	EC:5.1.3.2	0.4912028
Cup4G11	lysine	carbon	RR42_RS16435	NZ_CP010536.1_3308	EC_match	High	EC:5.1.3.2	0.6186175
Cup4G11	lysine	carbon	RR42_RS16445	NZ_CP010536.1_3310	keyword_match	Low	keyword:transporter	0.84670645
Cup4G11	lysine	carbon	RR42_RS16450	NZ_CP010536.1_3311	keyword_match	Low	keyword:transporter	0.68323046
Cup4G11	lysine	carbon	RR42_RS16610	NZ_CP010536.1_3345	keyword_match	Low	keyword:transporter	0.49225274
Cup4G11	lysine	carbon	RR42_RS16615	NZ_CP010536.1_3346	keyword_match	Low	keyword:hydrolase	0.52056855
Cup4G11	lysine	carbon	RR42_RS17035	NZ_JAMBNM010000015.1_139	keyword_match	Low	keyword:hydrolase	0.7915838
Cup4G11	lysine	carbon	RR42_RS18590	NZ_LZZU01000047.1_59	keyword_match	Low	keyword:transporter	0.87851685
Cup4G11	lysine	carbon	RR42_RS18740	NZ_CP010536.1_3767	keyword_match	Low	keyword:hydrolase	0.4111459
Cup4G11	lysine	carbon	RR42_RS21210	NZ_LZZU01000055.1_136	keyword_match	Low	keyword:transporter	0.563735
Cup4G11	lysine	carbon	RR42_RS21590	NZ_JAMBNM010000128.1_1	keyword_match	Low	keyword:hydrolase	0.24320972
Cup4G11	lysine	carbon	RR42_RS21970	NZ_CP062804.1_260	PFam_match	Medium	PFam:Glyco_hydro_114	0.2826168
Cup4G11	lysine	carbon	RR42_RS22080	NZ_CP010537.1_250	keyword_match	Low	keyword:hydrolase	0.58604187
Cup4G11	lysine	carbon	RR42_RS22255	NZ_LZZU01000032.1_32	keyword_match	Low	keyword:transporter	0.35661587
Cup4G11	lysine	carbon	RR42_RS22275		keyword_match	Low	keyword:transporter	1.523678
Cup4G11	lysine	carbon	RR42_RS22575	NZ_CP062804.1_396	keyword_match	Low	keyword:dehydrogenase	1.1961057
Cup4G11	lysine	carbon	RR42_RS22580	NZ_CP062804.1_397	keyword_match	Low	keyword:transporter	0.8837483
Cup4G11	lysine	carbon	RR42_RS22795	NZ_CP062804.1_448	keyword_match	Low	keyword:transporter	0.7969481
Cup4G11	lysine	carbon	RR42_RS23285	NZ_CP010537.1_495	keyword_match	Low	keyword:transporter	0.5180837
Cup4G11	lysine	carbon	RR42_RS23295	NZ_CP010537.1_497	keyword_match	Low	keyword:isomerase	1.6288887
Cup4G11	lysine	carbon	RR42_RS23385	NZ_CP010537.1_515	keyword_match	Low	keyword:transporter	0.7593123
Cup4G11	lysine	carbon	RR42_RS23430	NZ_CP010537.1_524	keyword_match	Low	keyword:hydrolase	0.43907803
Cup4G11	lysine	carbon	RR42_RS23470	NZ_CP010537.1_531	keyword_match	Low	keyword:transporter	0.626147
Cup4G11	lysine	carbon	RR42_RS23720	NZ_CP010537.1_580	keyword_match	Low	keyword:dehydrogenase	0.55573416
Cup4G11	lysine	carbon	RR42_RS23775	NZ_CP010537.1_589	EC_match	High	EC:2.7.13.3	0.78384185
Cup4G11	lysine	carbon	RR42_RS24060	NZ_CP010537.1_649	EC_match	High	EC:1.1.1.404	0.4725414
Cup4G11	lysine	carbon	RR42_RS24065	NZ_CP010537.1_650	keyword_match	Low	keyword:dehydrogenase	0.345403
Cup4G11	lysine	carbon	RR42_RS24070	NZ_CP010537.1_651	EC_match	High	EC:1.1.1.258	0.36088243
Cup4G11	lysine	carbon	RR42_RS24075	NZ_CP010537.1_652	keyword_match	Low	keyword:transporter	0.4304848
Cup4G11	lysine	carbon	RR42_RS24080	NZ_CP010537.1_653	keyword_match	Low	keyword:hydrolase	0.6473329
Cup4G11	lysine	carbon	RR42_RS24085	NZ_CP010537.1_654	keyword_match	Low	keyword:transporter	0.31702203
Cup4G11	lysine	carbon	RR42_RS24160	NZ_CP010537.1_669	PFam_match	Medium	PFam:MFS_1	0.5282178
Cup4G11	lysine	carbon	RR42_RS24170	NZ_CP010537.1_671	keyword_match	Low	keyword:hydrolase	0.46425748
Cup4G11	lysine	carbon	RR42_RS24235	NZ_CP010537.1_685	keyword_match	Low	keyword:transporter	1.3082275
Cup4G11	lysine	carbon	RR42_RS24240	NZ_CP010537.1_686	keyword_match	Low	keyword:transporter	0.26432297
Cup4G11	lysine	carbon	RR42_RS24260	NZ_CP010537.1_690	keyword_match	Low	keyword:transporter	0.69826204
Cup4G11	lysine	carbon	RR42_RS24275	NZ_CP010537.1_695	keyword_match	Low	keyword:hydrolase	0.71859163
Cup4G11	lysine	carbon	RR42_RS24355	NZ_CP010537.1_712	keyword_match	Low	keyword:isomerase	0.6410445
Cup4G11	lysine	carbon	RR42_RS24455	NZ_CP010537.1_732	keyword_match	Low	keyword:transporter	0.49635315
Cup4G11	lysine	carbon	RR42_RS24545	NZ_CP010537.1_749	PFam_match	Medium	PFam:MFS_1	0.3439549
Cup4G11	lysine	carbon	RR42_RS24815	NZ_CP010537.1_808	keyword_match	Low	keyword:transporter	1.0488439
Cup4G11	lysine	carbon	RR42_RS24910	NZ_CP010537.1_827	keyword_match	Low	keyword:hydrolase	0.59520054
Cup4G11	lysine	carbon	RR42_RS24945	NZ_CP010537.1_834	keyword_match	Low	keyword:transporter	0.8040267
Cup4G11	lysine	carbon	RR42_RS24995	NZ_CP010537.1_843	keyword_match	Low	keyword:dehydrogenase	0.46812725
Cup4G11	lysine	carbon	RR42_RS25055	NZ_CP010537.1_855	keyword_match	Low	keyword:transporter	0.60137004
Cup4G11	lysine	carbon	RR42_RS25680	NZ_JAMBNM010000060.1_46	keyword_match	Low	keyword:kinase	0.48144078
Cup4G11	lysine	carbon	RR42_RS25805	NZ_CP010537.1_1008	PFam_match	Medium	PFam:MFS_1	0.26626244
Cup4G11	lysine	carbon	RR42_RS25950	NZ_SUQM01000063.1_7	PFam_match	Medium	PFam:MFS_1	0.5708515
Cup4G11	lysine	carbon	RR42_RS25960	NZ_CP010537.1_1037	keyword_match	Low	keyword:kinase	0.22998835
Cup4G11	lysine	carbon	RR42_RS26095	NZ_CP010537.1_1064	keyword_match	Low	keyword:hydrolase	0.6647278
Cup4G11	lysine	carbon	RR42_RS26385	NZ_CP062804.1_2083	keyword_match	Low	keyword:transporter	3.2295501
Cup4G11	lysine	carbon	RR42_RS26630	NZ_CP010537.1_1171	PFam_match	Medium	PFam:MFS_1	0.7128166
Cup4G11	lysine	carbon	RR42_RS26655	NZ_JAMBNM010000004.1_247	keyword_match	Low	keyword:transporter	1.2008501
Cup4G11	lysine	carbon	RR42_RS27085	NZ_SUQM01000015.1_48	EC_match	High	EC:1.1.1.343	0.7009274
Cup4G11	lysine	carbon	RR42_RS27280	NZ_SUQM01000083.1_9	keyword_match	Low	keyword:transporter	1.2799644
Cup4G11	lysine	carbon	RR42_RS27285	NZ_LZZU01000025.1_14	EC_match	High	EC:1.1.1.409	0.9877901
Cup4G11	lysine	carbon	RR42_RS27295	NZ_CP010537.1_1305	PFam_match	Medium	PFam:MFS_1	0.70408094
Cup4G11	lysine	carbon	RR42_RS27655	NZ_CP010537.1_1382	keyword_match	Low	keyword:hydrolase	1.2455579
Cup4G11	lysine	carbon	RR42_RS27890	NZ_LZZU01000018.1_286	keyword_match	Low	keyword:transporter	0.4145268
Cup4G11	lysine	carbon	RR42_RS28205	NZ_SUQM01000007.1_127	keyword_match	Low	keyword:hydrolase	0.7983548
Cup4G11	lysine	carbon	RR42_RS29020	NZ_CP010537.1_1659	keyword_match	Low	keyword:kinase	0.9200327
Cup4G11	lysine	carbon	RR42_RS29205	NZ_CP062804.1_1469	PFam_match	Medium	PFam:MFS_1	0.42688322
Cup4G11	lysine	carbon	RR42_RS29210	NZ_CP010537.1_1697	keyword_match	Low	keyword:isomerase	0.7228293
Cup4G11	lysine	carbon	RR42_RS29235	NZ_CP062804.1_1463	keyword_match	Low	keyword:transporter	1.3293968
Cup4G11	lysine	carbon	RR42_RS29260	NZ_CP062804.1_1453	keyword_match	Low	keyword:kinase	0.641677
Cup4G11	lysine	carbon	RR42_RS29300	NZ_CP010537.1_1715	PFam_match	Medium	PFam:MFS_1	0.0
Cup4G11	lysine	carbon	RR42_RS29400	NZ_CP062804.1_1436	keyword_match	Low	keyword:isomerase	0.29282334
Cup4G11	lysine	carbon	RR42_RS29510	NZ_JAMBNM010000087.1_21	keyword_match	Low	keyword:kinase	0.36095536
Cup4G11	lysine	carbon	RR42_RS29835	NZ_CP062805.1_50	PFam_match	Medium	PFam:MFS_1	0.26022774
Cup4G11	lysine	carbon	RR42_RS29855	NZ_CP062805.1_45	keyword_match	Low	keyword:transporter	0.33112213
Cup4G11	lysine	carbon	RR42_RS29920	NZ_CP010537.1_1848	keyword_match	Low	keyword:dehydrogenase	0.5486334
Cup4G11	lysine	carbon	RR42_RS29940	NZ_CP010537.1_1853	EC_match	High	EC:4.2.1.149	0.36665466
Cup4G11	lysine	carbon	RR42_RS29955	NZ_CP010537.1_1856	keyword_match	Low	keyword:dehydrogenase	0.50252837
Cup4G11	lysine	carbon	RR42_RS30180	NZ_CP010537.1_1907	PFam_match	Medium	PFam:MFS_1	0.32952031
Cup4G11	lysine	carbon	RR42_RS30270	NZ_CP010537.1_1926	EC_match	High	EC:2.7.11.1	0.32744676
Cup4G11	lysine	carbon	RR42_RS30770	NZ_CP062804.1_1277	keyword_match	Low	keyword:transporter	0.5300319
Cup4G11	lysine	carbon	RR42_RS30825	NZ_CP062804.1_1267	keyword_match	Low	keyword:hydrolase	0.39086744
Cup4G11	lysine	carbon	RR42_RS30885	NZ_JAMBNM010000018.1_110	keyword_match	Low	keyword:dehydrogenase	0.35382605
Cup4G11	lysine	carbon	RR42_RS31030	NZ_JAMBNM010000018.1_78	keyword_match	Low	keyword:hydrolase	0.6187935
Cup4G11	lysine	carbon	RR42_RS31095	NZ_JAMBNM010000018.1_64	keyword_match	Low	keyword:transporter	0.0
Cup4G11	lysine	carbon	RR42_RS31140	NZ_LZZU01000054.1_47	keyword_match	Low	keyword:transporter	0.8345638
Cup4G11	lysine	carbon	RR42_RS31660	NZ_CP010537.1_2207	PFam_match	Medium	PFam:MFS_1	0.35401204
Cup4G11	lysine	carbon	RR42_RS31665	NZ_CP010537.1_2208	keyword_match	Low	keyword:dehydrogenase	0.9468733
Cup4G11	lysine	carbon	RR42_RS31680	NZ_CP010537.1_2211	keyword_match	Low	keyword:hydrolase	0.7370544
Cup4G11	lysine	carbon	RR42_RS32185	NZ_SUQM01000100.1_2	keyword_match	Low	keyword:transporter	0.8062142
Cup4G11	lysine	carbon	RR42_RS32305	NZ_CP010537.1_2336	keyword_match	Low	keyword:hydrolase	0.40865245
Cup4G11	lysine	carbon	RR42_RS32340	NZ_JAMBNM010000048.1_8	keyword_match	Low	keyword:kinase	0.48543394
Cup4G11	lysine	carbon	RR42_RS32360	NZ_CP010537.1_2347	keyword_match	Low	keyword:transporter	2.4326727
Cup4G11	lysine	carbon	RR42_RS32815		keyword_match	Low	keyword:transporter	0.76742387
Cup4G11	lysine	carbon	RR42_RS33310	NZ_SUQM01000036.1_18	keyword_match	Low	keyword:aldolase	0.59829324
Cup4G11	lysine	carbon	RR42_RS33350	NZ_CP062804.1_759	keyword_match	Low	keyword:transporter	2.1864045
Cup4G11	lysine	carbon	RR42_RS33635	NZ_CP062804.1_204	keyword_match	Low	keyword:hydrolase	0.35757282
Cup4G11	lysine	carbon	RR42_RS33730	NZ_CP010537.1_2632	EC_match	High	EC:4.2.1.11	0.74982864
Cup4G11	lysine	carbon	RR42_RS34095	NZ_CP010537.1_2708	PFam_match	Medium	PFam:Glyco_hydro_25	0.3840444
Cup4G11	lysine	carbon	RR42_RS34180	NZ_CP010537.1_2725	keyword_match	Low	keyword:isomerase	0.81435955
Cup4G11	lysine	carbon	RR42_RS34325	NZ_LZZU01000095.1_90	keyword_match	Low	keyword:transporter	0.78810704
Cup4G11	lysine	carbon	RR42_RS34415	NZ_CP010537.1_2771	EC_match	High	EC:2.7.10.1	0.466305
Cup4G11	lysine	carbon	RR42_RS34540	NZ_CP010537.1_2800	PFam_match	Medium	PFam:Glyco_hydro_19	0.24994032
Cup4G11	lysine	carbon	RR42_RS34705	NZ_LZZU01000038.1_133	EC_match	High	EC:2.7.13.1	0.7617829
Cup4G11	lysine	carbon	RR42_RS34720	NZ_CP010537.1_2837	EC_match	High	EC:2.7.13.3	0.37361476
Cup4G11	lysine	carbon	RR42_RS34870	NZ_CP010536.1_741	keyword_match	Low	keyword:transporter	1.0055064
Cup4G11	lysine	carbon	RR42_RS35095	NZ_CP010537.1_2913	keyword_match	Low	keyword:dehydrogenase	0.36696395
Cup4G11	lysine	carbon	RR42_RS35255	NZ_LZZU01000043.1_309	keyword_match	Low	keyword:hydrolase	0.58205265
Cup4G11	lysine	carbon	RR42_RS35450	NZ_CP062804.1_2235	keyword_match	Low	keyword:transporter	1.8270802
Cup4G11	lysine	carbon	RR42_RS35485	NZ_CP010537.1_2993	EC_match	High	EC:2.7.13.3	0.7689017
Cup4G11	lysine	carbon	RR42_RS35830	NZ_CP010537.1_3064	keyword_match	Low	keyword:kinase	0.6490641
Cup4G11	lysine	carbon	RR42_RS36425	NZ_SUQM01000008.1_23	keyword_match	Low	keyword:transporter	0.8157838
Cup4G11	lysine	carbon	RR42_RS36680	NZ_CP010537.1_3232	keyword_match	Low	keyword:transporter	0.6045433
Cup4G11	maltose	carbon	RR42_RS00035	NZ_CP010536.1_7	keyword_match	Low	keyword:transporter	0.8519987
Cup4G11	maltose	carbon	RR42_RS00145	NZ_CP062803.1_72	keyword_match	Low	keyword:isomerase	0.6750361
Cup4G11	maltose	carbon	RR42_RS00530	NZ_JAMBNM010000063.1_5	keyword_match	Low	keyword:kinase	0.7352573
Cup4G11	maltose	carbon	RR42_RS01340	NZ_JAMBNM010000022.1_126	keyword_match	Low	keyword:transporter	0.48344243
Cup4G11	maltose	carbon	RR42_RS02170	NZ_CP010536.1_434	keyword_match	Low	keyword:transporter	0.5138736
Cup4G11	maltose	carbon	RR42_RS02895	NZ_LZZU01000051.1_38	keyword_match	Low	keyword:kinase	0.96824694
Cup4G11	maltose	carbon	RR42_RS03695	NZ_CP010536.1_741	keyword_match	Low	keyword:transporter	0.8416579
Cup4G11	maltose	carbon	RR42_RS05295	NZ_CP062803.1_1115	keyword_match	Low	keyword:kinase	1.0200404
Cup4G11	maltose	carbon	RR42_RS06670	NZ_CP010536.1_1336	keyword_match	Low	keyword:transporter	1.7390692
Cup4G11	maltose	carbon	RR42_RS06725	NZ_CP010536.1_1347	keyword_match	Low	keyword:transporter	0.48171687
Cup4G11	maltose	carbon	RR42_RS06800	NZ_CP010536.1_1362	keyword_match	Low	keyword:kinase	0.23469321
Cup4G11	maltose	carbon	RR42_RS06860	NZ_CP010536.1_1374	keyword_match	Low	keyword:transporter	2.5285094
Cup4G11	maltose	carbon	RR42_RS07705	NZ_SUQM01000013.1_28	keyword_match	Low	keyword:dehydrogenase	0.69091314
Cup4G11	maltose	carbon	RR42_RS07770	NZ_CP010536.1_1555	keyword_match	Low	keyword:transporter	0.8106918
Cup4G11	maltose	carbon	RR42_RS08180	NZ_CP010536.1_1642	keyword_match	Low	keyword:transporter	2.7150753
Cup4G11	maltose	carbon	RR42_RS08730	NZ_CP010536.1_1757	keyword_match	Low	keyword:transporter	0.65149623
Cup4G11	maltose	carbon	RR42_RS08975	NZ_CP010536.1_1808	keyword_match	Low	keyword:kinase	0.38966748
Cup4G11	maltose	carbon	RR42_RS09720	NZ_CP010536.1_1958	EC_match	High	EC:2.7.13.3	0.40958464
Cup4G11	maltose	carbon	RR42_RS09935	NZ_CP010536.1_2003	keyword_match	Low	keyword:dehydrogenase	0.37858364
Cup4G11	maltose	carbon	RR42_RS10230	NZ_CP010536.1_2067	keyword_match	Low	keyword:dehydrogenase	0.7124815
Cup4G11	maltose	carbon	RR42_RS10240	NZ_CP010536.1_2069	keyword_match	Low	keyword:transporter	1.5077834
Cup4G11	maltose	carbon	RR42_RS10270	NZ_SUQM01000049.1_42	keyword_match	Low	keyword:isomerase	0.8218467
Cup4G11	maltose	carbon	RR42_RS10280	NZ_CP010536.1_2077	keyword_match	Low	keyword:kinase	1.0416421
Cup4G11	maltose	carbon	RR42_RS10290	NZ_SUQM01000049.1_38	keyword_match	Low	keyword:transporter	0.99535567
Cup4G11	maltose	carbon	RR42_RS10630	NZ_CP010536.1_2150	keyword_match	Low	keyword:kinase	0.0
Cup4G11	maltose	carbon	RR42_RS10765	NZ_JAMBNM010000052.1_3	keyword_match	Low	keyword:hydrolase	0.8299856
Cup4G11	maltose	carbon	RR42_RS10925	NZ_JAMBNM010000035.1_57	keyword_match	Low	keyword:kinase	0.71828073
Cup4G11	maltose	carbon	RR42_RS11035	NZ_LZZU01000086.1_238	keyword_match	Low	keyword:dehydrogenase	0.38755584
Cup4G11	maltose	carbon	RR42_RS11050	NZ_JAMBNM010000035.1_35	PFam_match	Medium	PFam:Aldolase_II	0.60056454
Cup4G11	maltose	carbon	RR42_RS11525	NZ_CP010536.1_2331	keyword_match	Low	keyword:transporter	1.3073387
Cup4G11	maltose	carbon	RR42_RS11535	NZ_CP010536.1_2333	EC_match	High	EC:2.7.13.3	0.337735
Cup4G11	maltose	carbon	RR42_RS11625	NZ_SUQM01000059.1_40	keyword_match	Low	keyword:hydrolase	0.46091413
Cup4G11	maltose	carbon	RR42_RS11925	NZ_CP062803.1_2074	keyword_match	Low	keyword:transporter	0.5215899
Cup4G11	maltose	carbon	RR42_RS12120	NZ_CP010536.1_2454	EC_match	High	EC:2.7.13.3	0.39351958
Cup4G11	maltose	carbon	RR42_RS12135	NZ_CP010536.1_2457	EC_match	High	EC:2.7.13.3	0.34413987
Cup4G11	maltose	carbon	RR42_RS12760	NZ_CP010536.1_2581	keyword_match	Low	keyword:kinase	0.7445972
Cup4G11	maltose	carbon	RR42_RS13225	NZ_CP010536.1_2673	keyword_match	Low	keyword:kinase	1.0644875
Cup4G11	maltose	carbon	RR42_RS13940	NZ_SUQM01000019.1_79	keyword_match	Low	keyword:transporter	1.2285995
Cup4G11	maltose	carbon	RR42_RS14435	NZ_JAMBNM010000019.1_90	keyword_match	Low	keyword:dehydrogenase	0.0
Cup4G11	maltose	carbon	RR42_RS14535	NZ_CP010536.1_2927	keyword_match	Low	keyword:hydrolase	0.64253116
Cup4G11	maltose	carbon	RR42_RS15075	NZ_JAMBNM010000008.1_142	keyword_match	Low	keyword:hydrolase	0.5697928
Cup4G11	maltose	carbon	RR42_RS16380	NZ_CP010536.1_3296	EC_match	High	EC:5.1.3.2	0.4912028
Cup4G11	maltose	carbon	RR42_RS16435	NZ_CP010536.1_3308	EC_match	High	EC:5.1.3.2	0.6186175
Cup4G11	maltose	carbon	RR42_RS16445	NZ_CP010536.1_3310	keyword_match	Low	keyword:transporter	0.84670645
Cup4G11	maltose	carbon	RR42_RS16450	NZ_CP010536.1_3311	keyword_match	Low	keyword:transporter	0.68323046
Cup4G11	maltose	carbon	RR42_RS16610	NZ_CP010536.1_3345	keyword_match	Low	keyword:transporter	0.49225274
Cup4G11	maltose	carbon	RR42_RS16615	NZ_CP010536.1_3346	keyword_match	Low	keyword:hydrolase	0.52056855
Cup4G11	maltose	carbon	RR42_RS17035	NZ_JAMBNM010000015.1_139	keyword_match	Low	keyword:hydrolase	0.7915838
Cup4G11	maltose	carbon	RR42_RS18590	NZ_LZZU01000047.1_59	keyword_match	Low	keyword:transporter	0.87851685
Cup4G11	maltose	carbon	RR42_RS18740	NZ_CP010536.1_3767	keyword_match	Low	keyword:hydrolase	0.4111459
Cup4G11	maltose	carbon	RR42_RS21210	NZ_LZZU01000055.1_136	keyword_match	Low	keyword:transporter	0.563735
Cup4G11	maltose	carbon	RR42_RS21590	NZ_JAMBNM010000128.1_1	keyword_match	Low	keyword:hydrolase	0.24320972
Cup4G11	maltose	carbon	RR42_RS21970	NZ_CP062804.1_260	PFam_match	Medium	PFam:Glyco_hydro_114	0.2826168
Cup4G11	maltose	carbon	RR42_RS22080	NZ_CP010537.1_250	keyword_match	Low	keyword:hydrolase	0.58604187
Cup4G11	maltose	carbon	RR42_RS22255	NZ_LZZU01000032.1_32	keyword_match	Low	keyword:transporter	0.35661587
Cup4G11	maltose	carbon	RR42_RS22275		keyword_match	Low	keyword:transporter	1.523678
Cup4G11	maltose	carbon	RR42_RS22575	NZ_CP062804.1_396	keyword_match	Low	keyword:dehydrogenase	1.1961057
Cup4G11	maltose	carbon	RR42_RS22580	NZ_CP062804.1_397	keyword_match	Low	keyword:transporter	0.8837483
Cup4G11	maltose	carbon	RR42_RS22795	NZ_CP062804.1_448	keyword_match	Low	keyword:transporter	0.7969481
Cup4G11	maltose	carbon	RR42_RS23285	NZ_CP010537.1_495	keyword_match	Low	keyword:transporter	0.5180837
Cup4G11	maltose	carbon	RR42_RS23295	NZ_CP010537.1_497	keyword_match	Low	keyword:isomerase	1.6288887
Cup4G11	maltose	carbon	RR42_RS23385	NZ_CP010537.1_515	keyword_match	Low	keyword:transporter	0.7593123
Cup4G11	maltose	carbon	RR42_RS23430	NZ_CP010537.1_524	keyword_match	Low	keyword:hydrolase	0.43907803
Cup4G11	maltose	carbon	RR42_RS23470	NZ_CP010537.1_531	keyword_match	Low	keyword:transporter	0.626147
Cup4G11	maltose	carbon	RR42_RS23720	NZ_CP010537.1_580	keyword_match	Low	keyword:dehydrogenase	0.55573416
Cup4G11	maltose	carbon	RR42_RS23775	NZ_CP010537.1_589	EC_match	High	EC:2.7.13.3	0.78384185
Cup4G11	maltose	carbon	RR42_RS24060	NZ_CP010537.1_649	EC_match	High	EC:1.1.1.404	0.4725414
Cup4G11	maltose	carbon	RR42_RS24065	NZ_CP010537.1_650	keyword_match	Low	keyword:dehydrogenase	0.345403
Cup4G11	maltose	carbon	RR42_RS24070	NZ_CP010537.1_651	EC_match	High	EC:1.1.1.258	0.36088243
Cup4G11	maltose	carbon	RR42_RS24075	NZ_CP010537.1_652	keyword_match	Low	keyword:transporter	0.4304848
Cup4G11	maltose	carbon	RR42_RS24080	NZ_CP010537.1_653	keyword_match	Low	keyword:hydrolase	0.6473329
Cup4G11	maltose	carbon	RR42_RS24085	NZ_CP010537.1_654	keyword_match	Low	keyword:transporter	0.31702203
Cup4G11	maltose	carbon	RR42_RS24160	NZ_CP010537.1_669	PFam_match	Medium	PFam:MFS_1	0.5282178
Cup4G11	maltose	carbon	RR42_RS24170	NZ_CP010537.1_671	keyword_match	Low	keyword:hydrolase	0.46425748
Cup4G11	maltose	carbon	RR42_RS24235	NZ_CP010537.1_685	keyword_match	Low	keyword:transporter	1.3082275
Cup4G11	maltose	carbon	RR42_RS24240	NZ_CP010537.1_686	keyword_match	Low	keyword:transporter	0.26432297
Cup4G11	maltose	carbon	RR42_RS24260	NZ_CP010537.1_690	keyword_match	Low	keyword:transporter	0.69826204
Cup4G11	maltose	carbon	RR42_RS24275	NZ_CP010537.1_695	keyword_match	Low	keyword:hydrolase	0.71859163
Cup4G11	maltose	carbon	RR42_RS24355	NZ_CP010537.1_712	keyword_match	Low	keyword:isomerase	0.6410445
Cup4G11	maltose	carbon	RR42_RS24455	NZ_CP010537.1_732	keyword_match	Low	keyword:transporter	0.49635315
Cup4G11	maltose	carbon	RR42_RS24545	NZ_CP010537.1_749	PFam_match	Medium	PFam:MFS_1	0.3439549
Cup4G11	maltose	carbon	RR42_RS24815	NZ_CP010537.1_808	keyword_match	Low	keyword:transporter	1.0488439
Cup4G11	maltose	carbon	RR42_RS24910	NZ_CP010537.1_827	keyword_match	Low	keyword:hydrolase	0.59520054
Cup4G11	maltose	carbon	RR42_RS24945	NZ_CP010537.1_834	keyword_match	Low	keyword:transporter	0.8040267
Cup4G11	maltose	carbon	RR42_RS24995	NZ_CP010537.1_843	keyword_match	Low	keyword:dehydrogenase	0.46812725
Cup4G11	maltose	carbon	RR42_RS25055	NZ_CP010537.1_855	keyword_match	Low	keyword:transporter	0.60137004
Cup4G11	maltose	carbon	RR42_RS25680	NZ_JAMBNM010000060.1_46	keyword_match	Low	keyword:kinase	0.48144078
Cup4G11	maltose	carbon	RR42_RS25805	NZ_CP010537.1_1008	PFam_match	Medium	PFam:MFS_1	0.26626244
Cup4G11	maltose	carbon	RR42_RS25950	NZ_SUQM01000063.1_7	PFam_match	Medium	PFam:MFS_1	0.5708515
Cup4G11	maltose	carbon	RR42_RS25960	NZ_CP010537.1_1037	keyword_match	Low	keyword:kinase	0.22998835
