OG_id	propagated_root_og
OG03189	COG3111
OG03190	COG2258
OG03195	COG3550
OG03196	32ZDC
OG03201	32VUB
OG03202	COG2026
OG03205	32V4Y
OG03207	COG0456
OG03208	2ZQUD
OG03214	COG2911
OG03225	COG2606
OG03226	COG3126
OG03228	2Z96Y
OG03229	COG1376
OG03231	COG3592
OG03232	32TXR
OG03234	COG1961
OG03236	COG1073
OG03237	32STK
OG03238	COG3206
OG03241	COG0435
OG03244	COG3539
OG03247	COG0737
OG03248	COG2968
OG03249	3320I
OG03253	COG2388
OG03256	COG1780
OG03264	COG3105
OG03267	COG3078
OG03268	30AVP
OG03271	COG1403
OG03272	32YSK
OG03274	2Z89M
OG03276	COG4804
OG03278	COG3691
OG03281	COG1242
OG03283	COG0434
OG03284	COG2246
OG03289	COG0853
OG03293	COG2323
OG03296	COG1842
OG03298	COG0110
OG03299	32ZBU
OG03301	COG2963
OG03306	COG2244
OG03311	32SRB
OG03312	COG1553
OG03313	COG4568
OG03318	COG3129
OG03322	COG1092
OG03324	32S89
OG03325	COG3274
OG03326	COG3905
OG03327	COG3831
OG03328	COG0398
OG03330	COG3162
OG03331	COG1253
OG03335	32NBR
OG03336	COG3082
OG03337	COG2841
OG03338	32RTK
OG03342	COG1462
OG03345	COG2837
OG03348	COG0641
OG03352	32S43
OG03354	32RZ4
OG03358	COG2431
OG03359	COG0738
OG03361	COG3108
OG03362	COG0401
OG03364	3301A
OG03367	COG0622
OG03370	COG1289
OG03373	COG3148
OG03376	COG3415
OG03382	COG1944
OG03384	COG0639
OG03385	COG1235
OG03390	COG4575
OG03398	COG3170
OG03401	COG2990
OG03402	COG1986
OG03403	COG3076
OG03405	COG3102
OG03408	COG2105
OG03410	COG0456
OG03412	32D8I
OG03414	328KF
OG03416	COG2076
OG03418	COG4785
OG03419	COG3196
OG03421	COG3257
OG03422	COG2378
OG03423	COG2731
OG03431	COG4913
OG03433	COG4735
OG03436	COG2149
OG03437	COG2146
OG03439	COG2133
OG03440	COG1872
OG03441	32YWB
OG03449	COG1234
OG03454	33AHW
OG03456	2Z8TA
OG03458	33IVV
OG03463	COG3182
OG03464	32UUW
OG03465	COG3394
OG03468	COG1649
OG03473	COG3835
OG03476	COG4635
OG03478	32SBA
OG03481	COG1139
OG03484	2Z8ZC
OG03485	COG1988
OG03489	31Y28
OG03491	COG4134
OG03493	COG2244
OG03496	COG0697
OG03499	COG0607
OG03501	COG2861
OG03502	32ZBU
OG03504	COG0425
OG03505	32TMV
OG03506	COG1645
OG03510	32TP3
OG03513	32ZRK
OG03515	31UDJ
OG03518	336K1
OG03523	COG4685
OG03525	COG0714
OG03526	COG3142
OG03530	COG3084
OG03532	COG0474
OG03533	COG3771
OG03534	COG0767
OG03536	2ZXCI
OG03539	COG1295
OG03549	COG4950
OG03550	336P8
OG03557	2ZCGM
OG03558	COG3204
OG03559	COG0419
OG03561	32TNY
OG03563	COG2373
OG03567	2Z7KF
OG03571	2Z82N
OG03576	32T57
OG03579	COG3124
OG03582	2Z9JQ
OG03584	COG0247
OG03587	COG2425
OG03594	COG3681
OG03595	COG2076
OG03596	COG0191
OG03601	COG1032
OG03602	COG3529
OG03603	32YIX
OG03604	COG3539
OG03607	333JI
OG03608	COG3022
OG03610	COG2003
OG03611	32T8Y
OG03612	COG1434
OG03619	COG3969
OG03624	COG4178
OG03634	COG0720
OG03635	COG2170
OG03636	32PU6
OG03640	COG0561
OG03647	COG3091
OG03648	COG3698
OG03649	COG3266
OG03650	COG3811
OG03651	COG0477
OG03652	COG0277
OG03654	31F99
OG03656	COG2764
OG03658	31VVV
OG03666	COG4983
OG03670	2ZQRR
OG03673	331J8
OG03681	333U0
OG03682	COG1670
OG03684	COG5455
OG03685	COG3121
OG03687	COG3059
OG03699	COG0028
OG03702	COG1924
OG03704	30VQ4
OG03705	COG0391
OG03707	COG2313
OG03709	COG3695
OG03713	COG4452
OG03714	COG3615
OG03716	COG1916
OG03719	32MZ8
OG03723	330BI
OG03724	COG3313
OG03729	COG2771
OG03733	COG3766
OG03735	COG3778
OG03737	COG2706
OG03741	32RYJ
OG03744	COG1422
OG03748	COG0705
OG03753	32TBC
OG03754	COG3122
OG03760	32THM
OG03765	COG2161
OG03766	2Z8K9
OG03767	COG4967
OG03768	32TB7
OG03769	COG3189
OG03776	COG4123
OG03777	32RZ6
OG03778	COG0671
OG03781	32YJI
OG03786	2Z932
OG03787	31C50
OG03788	COG2961
OG03790	COG2113
OG03792	COG0666
OG03793	COG1690
OG03795	COG3678
OG03796	COG2985
OG03801	COG5569
OG03802	2Z7NB
OG03810	COG3637
OG03811	COG2519
OG03819	COG0229
OG03820	COG0702
OG03822	COG1319
OG03823	COG0641
OG03824	COG3068
OG03825	COG1473
OG03826	COG4245
OG03827	COG1556
OG03832	COG3062
OG03840	COG3214
OG03841	COG5464
OG03842	COG3242
OG03843	2Z8FS
OG03846	COG3113
OG03848	COG0558
OG03849	COG3610
OG03850	COG3074
OG03854	COG3042
OG03867	COG3013
OG03868	COG3417
OG03869	32SA5
OG03871	COG2425
OG03873	2ZB6Z
OG03875	3372C
OG03877	COG0671
OG03879	32T3T
OG03885	COG3787
OG03886	COG4238
OG03888	32T7D
OG03892	COG0789
OG03893	COG1387
OG03894	2ZAGZ
OG03904	32SN7
OG03912	COG4577
OG03917	COG3056
OG03918	2ZWCQ
OG03923	COG3085
OG03925	COG3152
OG03926	32YBK
OG03928	332RI
OG03929	2Z94B
OG03930	COG0790
OG03932	COG3781
OG03933	COG3141
OG03934	COG2222
OG03938	COG2215
OG03940	COG2992
OG03948	COG1585
OG03949	COG3234
OG03954	COG3924
OG03955	COG3139
OG03956	316V4
OG03957	COG2321
OG03968	COG5457
OG03973	31RXH
OG03977	33BQB
OG03978	COG3753
OG03984	COG2909
OG03985	COG3009
OG03988	COG0702
OG03992	30WBS
OG03995	COG0664
OG03997	COG2926
OG04001	COG1811
OG04003	COG1463
OG04010	COG2391
OG04015	32SRX
OG04017	COG3188
OG04019	COG0438
OG04022	COG3217
OG04024	COG3775
OG04025	COG0204
OG04028	COG1451
OG04032	33JXJ
OG04033	304ZV
OG04041	COG3089
OG04043	32Y32
OG04044	COG0719
OG04049	COG2885
OG04050	31D5W
OG04054	COG3092
OG04055	318WN
OG04057	COG3042
OG04058	COG5342
OG04061	COG1475
OG04062	COG3083
OG04063	COG0270
OG04067	32T4W
OG04070	COG2372
OG04071	COG0551
OG04072	COG3110
OG04076	32UKT
OG04078	33CTW
OG04080	COG3132
OG04082	COG3136
OG04083	332DR
OG04085	32S3N
OG04087	COG3820
OG04088	2Z7KV
OG04093	COG1181
OG04096	330D3
OG04097	2ZC05
OG04102	COG3687
OG04103	COG5031
OG04104	COG3126
OG04105	COG4277
OG04110	COG3367
OG04112	COG2207
OG04114	COG1082
OG04118	COG3871
OG04121	COG4944
OG04122	COG1230
OG04124	COG0308
OG04125	COG2948
OG04127	COG3420
OG04130	COG1835
OG04132	COG3800
OG04133	COG1714
OG04134	COG3502
OG04138	COG5622
OG04139	COG3791
OG04140	COG1407
OG04141	COG1495
OG04143	COG3595
OG04144	COG3451
OG04145	31C4Q
OG04147	COG1562
OG04148	COG1917
OG04149	COG2272
OG04150	COG4544
OG04152	COG5360
OG04153	30DH1
OG04155	COG2442
OG04160	COG5458
OG04161	COG2865
OG04162	COG0277
OG04163	COG4692
OG04165	COG4941
OG04167	COG3741
OG04168	COG3905
OG04169	COG4227
OG04171	COG5483
OG04172	COG2050
OG04173	32TAA
OG04174	COG0433
OG04177	COG4430
OG04179	33184
OG04180	COG0780
OG04182	COG0484
OG04183	COG2258
OG04187	COG2128
OG04190	COG0346
OG04191	COG3832
OG04199	COG2919
OG04202	COG3211
OG04203	COG4993
OG04205	COG0483
OG04206	COG2329
OG04207	COG2188
OG04208	COG2329
OG04211	COG2960
OG04213	COG3553
OG04215	COG4317
OG04222	COG1359
OG04224	2Z8S8
OG04226	COG5504
OG04227	COG2981
OG04228	COG0698
OG04229	COG4962
OG04231	COG3637
OG04233	COG3797
OG04236	COG2072
OG04243	COG0457
OG04244	COG3795
OG04245	2Z7UP
OG04249	COG1262
OG04250	COG5489
OG04252	COG3970
OG04253	30PE6
OG04255	COG2963
OG04257	COG0630
OG04258	COG3628
OG04259	COG5385
OG04260	COG2120
OG04261	33KPM
OG04264	COG3926
OG04265	COG0346
OG04269	COG0500
OG04270	COG4292
OG04273	COG2133
OG04274	COG3288
OG04276	2ZB1P
OG04280	COG3795
OG04281	COG1399
OG04282	COG1262
OG04283	3314C
OG04286	32SDV
OG04287	338Y3
OG04288	31UX4
OG04289	COG0546
OG04295	COG1058
OG04298	COG5652
OG04299	COG3577
OG04300	COG4319
OG04301	COG3761
OG04313	COG1721
OG04315	331DT
OG04316	COG1934
OG04317	COG2050
OG04318	COG3893
OG04320	COG3295
OG04321	COG0210
OG04322	COG2050
OG04326	COG2378
OG04327	COG3662
OG04330	COG3809
OG04331	COG1403
OG04332	COG3865
OG04333	COG1524
OG04336	COG2843
OG04338	32Y12
OG04339	COG2267
OG04340	COG3339
OG04341	COG4312
OG04344	COG5653
OG04346	COG4704
OG04348	COG2030
OG04349	COG5639
OG04351	COG2177
OG04352	31V4G
OG04353	COG5447
OG04354	COG2740
OG04355	COG3824
OG04356	COG3187
OG04357	COG3706
OG04361	COG2067
OG04363	COG1462
OG04365	COG3861
OG04366	COG2730
OG04367	COG2271
OG04370	COG3714
OG04376	COG3843
OG04377	COG4585
OG04379	COG2137
OG04380	31CDG
OG04381	COG1493
OG04382	2Z7JJ
OG04383	COG3422
OG04385	32RYR
OG04388	COG2519
OG04389	COG1300
OG04390	COG0797
OG04391	32Z6B
OG04394	COG2010
OG04395	32S3Z
OG04398	COG1430
OG04404	COG2226
OG04405	2Z873
OG04406	COG0262
OG04408	COG2370
OG04410	COG3750
OG04411	COG5389
OG04414	344HW
OG04417	COG5266
OG04419	COG3656
OG04420	COG3832
OG04422	COG3191
OG04423	315UG
OG04424	COG4395
OG04425	COG1086
OG04427	32JQY
OG04428	COG1082
OG04429	COG0175
OG04430	33TTA
OG04432	COG3239
OG04434	32VVI
OG04435	COG3173
OG04437	COG5387
OG04439	COG3921
OG04441	30QDW
OG04444	COG4275
OG04445	339MI
OG04446	COG1277
OG04448	COG4126
OG04449	COG3254
OG04456	2Z9GT
OG04458	COG4152
OG04459	COG1329
OG04464	COG2932
OG04466	COG3595
OG04467	COG5400
OG04468	32RKY
OG04469	COG3172
OG04470	COG4581
OG04472	COG4319
OG04475	32XIP
OG04477	COG3000
OG04478	COG0604
OG04479	COG0262
OG04483	COG3826
OG04485	COG4246
OG04486	COG4427
OG04487	COG2194
OG04491	COG4299
OG04493	COG0330
OG04494	COG4638
OG04497	32RQY
OG04498	COG2017
OG04499	315WQ
OG04500	COG1287
OG04502	32R4N
OG04508	COG1075
OG04509	COG0745
OG04511	COG0673
OG04514	COG3823
OG04515	COG2120
OG04516	COG3391
OG04519	COG3000
OG04523	COG0349
OG04524	COG4912
OG04525	COG0483
OG04527	COG4529
OG04528	COG0028
OG04529	COG3876
OG04531	COG5649
OG04532	32RW3
OG04533	32Y2Y
OG04534	COG2335
OG04536	COG0248
OG04540	COG0406
OG04541	COG5319
OG04543	COG3569
OG04544	COG4289
OG04546	COG3934
OG04548	COG0640
OG04549	COG3504
OG04550	COG0431
OG04552	COG4233
OG04553	COG1376
OG04554	COG3931
OG04556	COG2509
OG04558	COG3268
OG04559	COG0726
OG04560	COG5649
OG04561	COG5368
OG04562	COG0695
OG04565	COG0346
OG04567	COG1538
OG04568	COG0739
OG04569	32YNP
OG04570	COG1396
OG04571	COG3264
OG04572	COG0456
OG04573	COG0470
OG04574	COG2250
OG04578	COG5323
OG04581	COG5379
OG04585	COG4649
OG04586	COG5283
OG04588	COG1386
OG04590	COG1545
OG04595	COG1917
OG04597	COG3619
OG04599	COG5317
OG04601	COG0077
OG04603	COG2318
OG04605	COG5425
OG04606	COG2119
OG04607	COG3568
OG04608	COG3866
OG04609	2ZSFJ
OG04610	32T42
OG04611	COG4977
OG04612	COG1225
OG04613	COG0053
OG04614	COG0433
OG04615	COG5465
OG04616	2Z9NJ
OG04617	COG0454
OG04626	32S1E
OG04627	COG1434
OG04628	32TID
OG04630	31BZ7
OG04631	COG1232
OG04632	COG3533
OG04633	30B63
OG04636	COG1403
OG04637	COG0697
OG04638	32ZGI
OG04641	337Y5
OG04645	COG0596
OG04646	32YSV
OG04648	COG5470
OG04650	COG4805
OG04655	COG4771
OG04656	COG3448
OG04657	COG1524
OG04658	COG0389
OG04659	33AGD
OG04661	COG5534
OG04663	COG3113
OG04664	COG0726
OG04672	COG2913
OG04673	COG2936
OG04675	COG5338
OG04676	COG3533
OG04677	COG5267
OG04679	COG0730
OG04683	COG0762
OG04688	COG4278
OG04691	COG0457
OG04695	COG3837
OG04696	COG3911
OG04699	COG0454
OG04702	COG5349
OG04704	32ZXS
OG04705	32V5I
OG04707	COG1309
OG04709	2ZREC
OG04711	COG1189
OG04715	COG0595
OG04716	COG3544
OG04718	COG4643
OG04721	COG3542
OG04722	COG4965
OG04723	COG3266
OG04726	COG5328
OG04730	COG1525
OG04733	COG5478
OG04734	COG3205
OG04735	COG1277
OG04736	COG3453
OG04738	COG4119
OG04739	COG3324
OG04741	COG3325
OG04747	2Z9HI
OG04748	COG0694
OG04751	COG4899
OG04752	COG2513
OG04753	COG2041
OG04755	COG3814
OG04756	COG0451
OG04762	COG5500
OG04764	4QFES
OG04770	COG5321
OG04771	COG3285
OG04772	COG3762
OG04774	COG3832
OG04775	COG0589
OG04777	COG1708
OG04779	COG0037
OG04780	COG5572
OG04781	COG1520
OG04782	COG5467
OG04783	COG2346
OG04785	COG1808
OG04786	COG2259
OG04787	COG0647
OG04791	COG2267
OG04793	COG0226
OG04794	COG1733
OG04795	333ZI
OG04796	3339H
OG04798	COG4206
OG04799	COG3827
OG04801	COG0639
OG04802	COG0457
OG04805	COG3745
OG04806	COG3238
OG04809	COG2064
OG04810	COG2819
OG04812	32VR7
OG04815	COG1402
OG04816	COG4240
OG04817	COG5452
OG04818	33AM9
OG04822	COG3346
OG04824	2Z7UG
OG04826	305XQ
OG04828	COG1053
OG04830	COG3506
OG04840	COG1879
OG04844	30W7C
OG04845	COG5426
OG04847	33AGH
OG04848	330U8
OG04850	331S8
OG04855	COG0515
OG04858	COG0599
OG04860	COG1082
OG04866	2Z7UT
OG04868	COG3608
OG04870	COG4683
OG04873	COG3575
OG04876	COG3822
OG04879	COG0028
OG04880	2Z8SK
OG04882	COG4125
OG04883	COG2267
OG04884	COG3157
OG04885	31WM6
OG04887	32SU1
OG04895	327XW
OG04896	COG4737
OG04903	COG1309
OG04904	COG0346
OG04907	COG1216
OG04908	2ZC2W
OG04909	COG1496
OG04910	COG0504
OG04911	COG3661
OG04912	COG3333
OG04918	COG3793
OG04919	COG3118
OG04920	2Z8VY
OG04923	COG1488
OG04925	COG1651
OG04926	COG2944
OG04931	2Z80P
OG04932	COG3224
OG04933	COG2079
OG04936	COG2323
OG04937	COG1396
OG04938	32RM4
OG04941	32Z24
OG04942	COG4289
OG04943	315MR
OG04945	COG4197
OG04946	339VV
OG04947	COG3541
OG04951	COG5434
OG04956	COG4460
OG04957	COG3817
OG04958	COG3103
OG04959	COG1403
OG04960	COG5430
OG04961	COG3683
OG04962	COG2227
OG04963	COG0563
OG04964	COG0076
OG04965	COG2345
OG04966	COG5410
OG04967	COG2771
OG04969	331N6
OG04974	32WKD
OG04975	COG3382
OG04976	2ZAE8
OG04977	COG3718
OG04979	32T0P
OG04981	COG1791
OG04982	COG0693
OG04983	COG3177
OG04987	COG5553
OG04988	2Z7II
OG04991	COG0178
OG04992	COG3311
OG04993	COG0451
OG04994	COG2407
OG04998	COG1380
OG04999	COG3598
OG05005	COG0182
OG05008	COG2731
OG05009	COG5618
OG05011	COG4933
OG05015	2ZDW4
OG05018	COG3539
OG05020	COG1135
OG05021	COG4225
OG05023	COG5039
OG05024	COG1734
OG05025	COG2215
OG05026	COG3342
OG05027	COG0702
OG05031	311PE
OG05034	COG4637
OG05035	COG2220
OG05036	COG4907
OG05037	COG0607
OG05040	33C3Q
OG05044	COG1917
OG05049	COG1921
OG05051	COG3275
OG05054	COG0175
OG05057	COG4737
OG05059	COG0599
OG05065	COG4285
OG05066	COG5338
OG05070	COG0662
OG05074	COG4130
OG05077	COG0456
OG05078	COG5039
OG05081	COG5455
OG05083	4QDSU
OG05084	COG4319
OG05087	32SKA
OG05090	COG1082
OG05092	COG3221
OG05093	COG3366
OG05096	COG1683
OG05100	COG1917
OG05102	COG2508
OG05106	3493B
OG05108	COG0451
OG05109	32979
OG05115	COG1216
OG05116	32Z18
OG05120	COG2369
OG05121	COG1237
OG05122	COG3121
OG05123	COG0385
OG05124	COG1783
OG05127	COG0438
OG05131	COG1874
OG05134	COG3195
OG05135	COG3501
OG05137	2ZF58
OG05138	33B9B
OG05140	COG4715
OG05142	COG5556
OG05143	COG1309
OG05144	COG4786
OG05148	COG2120
OG05149	COG0346
OG05152	COG2364
OG05154	COG2932
OG05158	31DZ3
OG05162	COG5276
OG05170	COG3526
OG05172	33ABC
OG05178	330JF
OG05181	3162F
OG05183	COG1487
OG05190	COG0095
OG05193	COG3547
OG05194	COG3208
OG05201	COG5455
OG05202	COG0156
OG05203	COG2085
OG05208	32YUV
OG05209	32SS8
OG05211	2Z7NC
OG05216	32TY3
OG05220	COG0758
OG05221	COG2913
OG05222	COG2421
OG05226	32S70
OG05227	32TUN
OG05233	2ZGX9
OG05234	2Z8ZQ
OG05235	33FW8
OG05237	32B62
OG05238	31GCX
OG05239	COG4319
OG05240	32RCX
OG05241	32S6D
OG05243	31EAF
OG05244	33PGD
OG05245	COG3313
OG05246	2ZWN4
OG05247	COG1943
OG05248	COG3014
OG05249	32UGB
OG05252	COG5595
OG05253	2Z7J9
OG05254	COG0457
OG05255	COG2866
OG05256	COG2165
OG05257	COG0457
OG05260	32RFN
OG05261	321R5
OG05262	331H1
OG05266	COG4228
OG05270	33IYT
OG05271	COG2352
OG05274	COG4321
OG05275	31M9J
OG05277	31EE3
OG05279	30VEV
OG05280	32ZGA
OG05282	COG4388
OG05284	COG3310
OG05285	33NWC
OG05287	2ZJNK
OG05288	COG3313
OG05289	33BT2
OG05291	COG4929
OG05292	3474Z
OG05294	31H47
OG05295	33HTK
OG05297	COG2995
OG05299	31ED4
OG05300	COG2604
OG05301	COG0664
OG05304	COG4383
OG05305	331R8
OG05308	318V5
OG05309	33JPF
OG05310	COG4723
OG05311	COG1032
OG05312	344HY
OG05314	COG2849
OG05315	32Y6W
OG05316	COG0635
OG05318	COG0457
OG05319	32RRJ
OG05320	COG3540
OG05323	31E6X
OG05324	31PN4
OG05325	COG1711
OG05327	COG4970
OG05331	32SIP
OG05333	338JG
OG05337	33HXQ
OG05340	2ZPFC
OG05341	COG4088
OG05342	COG3126
OG05344	32WIW
OG05347	32TBM
OG05348	2Z9T9
OG05349	COG1277
OG05351	33B11
OG05352	335IC
OG05353	304GT
OG05354	32YDB
OG05355	COG2374
OG05357	33ENG
OG05358	32ZZ0
OG05359	2ZZUA
OG05361	2ZI8Y
OG05362	2ZNNC
OG05363	COG2251
OG05365	33ZBZ
OG05370	COG5184
OG05372	32ZV5
OG05374	32YDC
OG05376	2Z88X
OG05377	COG2039
OG05378	32R4A
OG05379	COG2996
OG05380	31IF1
OG05381	COG3212
OG05383	COG0515
OG05386	COG3706
OG05387	COG4397
OG05388	31GCP
OG05389	2Z9WC
OG05390	COG1983
OG05395	COG5633
OG05401	32YFA
OG05402	31SCI
OG05403	COG5434
OG05405	31AN8
OG05406	33HG5
OG05407	2ZYSI
OG05408	32RM7
OG05410	32U38
OG05411	33HKA
OG05414	COG3188
OG05420	COG1208
OG05421	33DVG
OG05422	COG3223
OG05424	332FK
OG05426	31A8V
OG05427	31EB6
OG05429	2Z93K
OG05430	COG2819
OG05431	31GYY
OG05432	31FQB
OG05433	3172B
OG05434	COG0834
OG05437	COG3686
OG05438	31EK2
OG05439	317VM
OG05441	COG1112
OG05442	COG2013
OG05444	3368B
OG05449	33JKV
OG05451	3023Z
OG05453	COG1180
OG05454	2ZBTY
OG05455	2ZGC8
OG05456	COG1757
OG05457	31H49
OG05458	COG3170
OG05459	COG1697
OG05460	COG3110
OG05461	COG3766
OG05463	335AU
OG05468	COG1342
OG05469	30ZY3
OG05471	COG5340
OG05472	COG4531
OG05473	COG0730
OG05474	2ZE92
OG05475	32U7X
OG05476	COG2226
OG05480	32SC5
OG05483	2ZBMT
OG05484	31IFR
OG05485	COG3448
OG05487	COG4726
OG05491	COG5285
OG05492	COG4666
OG05493	32Z1C
OG05494	30PAK
OG05495	2Z7JD
OG05497	31H60
OG05500	COG4519
OG05502	COG2865
OG05503	2Z8FV
OG05508	31V4J
OG05510	COG5185
OG05513	2ZXDZ
OG05514	2ZVYH
OG05516	31E5I
OG05517	COG3308
OG05519	3327F
OG05521	3333P
OG05522	COG3250
OG05523	3190S
OG05525	32TTQ
OG05526	2Z95H
OG05527	COG4967
OG05528	32S9M
OG05531	COG0695
OG05534	COG3074
OG05537	2ZASZ
OG05542	31JJX
OG05543	COG1585
OG05544	2ZUT3
OG05546	33HTS
OG05547	COG3831
OG05548	COG3349
OG05552	2ZT65
OG05555	31A7H
OG05556	COG2989
OG05557	COG2110
OG05558	2ZAAA
OG05561	COG4969
OG05562	33GQ5
OG05563	33RTU
OG05564	33KIS
OG05565	COG2035
OG05567	COG2304
OG05568	COG3531
OG05569	33DKM
OG05575	COG2226
OG05577	33B11
OG05578	COG4701
OG05579	COG4381
OG05580	COG1598
OG05581	2Z8T7
OG05583	COG0702
OG05584	31E69
OG05585	COG3063
OG05587	COG3187
OG05589	330C3
OG05593	COG4667
OG05594	COG0566
OG05601	COG1819
OG05602	COG3089
OG05603	3230F
OG05604	33CPQ
OG05608	COG0701
OG05609	34CIC
OG05611	315K0
OG05619	333TE
OG05620	33MBQ
OG05623	33DAR
OG05627	COG3170
OG05629	COG1879
OG05630	COG3248
OG05631	331R1
OG05632	3397K
OG05633	31FWB
OG05634	COG1917
OG05635	COG2226
OG05636	COG3789
OG05637	COG3085
OG05638	COG4319
OG05639	2ZH66
OG05642	33DRY
OG05643	2ZYVX
OG05646	31I8N
OG05647	COG2982
OG05649	2ZE1A
OG05650	COG4103
OG05654	33NB6
OG05656	331A7
OG05658	33BBB
OG05659	COG0668
OG05660	COG3708
OG05662	COG2445
OG05663	31H4H
OG05664	3300P
OG05666	COG4966
OG05667	COG2818
OG05668	2ZAC4
OG05669	31HQJ
OG05671	2Z7ZA
OG05672	31G2D
OG05673	3381Q
OG05676	2ZMUV
OG05677	339BD
OG05678	COG3050
OG05679	COG2963
OG05680	32BJY
OG05684	COG4461
OG05685	32S82
OG05686	COG4733
OG05687	331QF
OG05689	2Z7QC
OG05690	COG0330
OG05693	COG3311
OG05696	31E8I
OG05697	COG3299
OG05701	COG3238
OG05703	31I5X
OG05704	COG3242
OG05707	COG4967
OG05708	330UW
OG05710	COG1639
OG05711	COG4718
OG05712	340X5
OG05713	COG1942
OG05714	COG2849
OG05716	COG1566
OG05718	3161V
OG05719	COG4319
OG05720	309KR
OG05721	2ZSF0
OG05722	2ZZ0F
OG05723	2Z7N9
OG05725	31FR5
OG05727	313PE
OG05730	COG3930
OG05731	2ZP93
OG05732	31FQ8
OG05733	COG3495
OG05734	330C3
OG05738	32X2P
OG05739	COG0793
OG05740	COG3296
OG05741	COG3668
OG05742	329SQ
OG05743	COG1776
OG05745	30TQH
OG05746	31H6T
OG05747	COG3706
OG05748	2ZNWV
OG05749	COG4726
OG05752	COG3133
OG05753	COG0834
OG05754	32R32
OG05755	33CRE
OG05756	COG1309
OG05758	30C0K
OG05759	COG3673
OG05760	30CCU
OG05761	2Z7NT
OG05762	COG5373
OG05763	33HU2
OG05764	2ZUTC
OG05766	COG5001
OG05767	COG2930
OG05770	COG4384
OG05772	COG0068
OG05773	COG4453
OG05775	COG3608
OG05776	COG4283
OG05777	COG0189
OG05779	32DZD
OG05780	COG3314
OG05781	31TMU
OG05783	31E73
OG05784	COG3167
OG05787	32T1D
OG05789	32QDR
OG05791	COG1718
OG05792	331W9
OG05793	COG4886
OG05794	COG3550
OG05795	COG3503
OG05797	COG0399
OG05798	2Z9YV
OG05799	COG3907
OG05800	33033
OG05803	32Y9Z
OG05804	COG2227
OG05805	COG3793
OG05806	31I9T
OG05807	334IN
OG05809	COG1406
OG05810	COG5434
OG05811	2Z9I1
OG05812	COG1994
OG05813	33IPS
OG05814	31QA8
OG05815	COG3668
OG05816	31ATI
OG05818	COG3972
OG05821	3484V
OG05824	COG2849
OG05827	31H69
OG05828	31E4V
OG05831	32S61
OG05832	COG2861
OG05835	COG3746
OG05838	COG2831
OG05839	COG0824
OG05840	33F6V
OG05841	2ZBJ1
OG05842	COG4967
OG05846	2ZWH8
OG05847	32ZQ3
OG05849	COG1149
OG05851	COG0346
OG05854	32JAP
OG05856	COG3555
OG05859	COG3637
OG05860	COG1719
OG05861	32YVH
OG05862	3461G
OG05863	COG4327
OG05864	COG1714
OG05865	2ZCGV
OG05867	32STK
OG05868	COG0701
OG05869	31E7Y
OG05870	31ES1
OG05871	2ZDFE
OG05873	2ZUIX
OG05874	COG3905
OG05875	COG3329
OG05876	32SWH
OG05877	32T0Z
OG05878	COG1040
OG05880	COG1216
OG05882	33AAA
OG05883	2Z8KX
OG05884	COG2384
OG05885	COG2070
OG05886	COG2998
OG05887	31HQ4
OG05888	33GPN
OG05889	COG3018
OG05891	2ZC9A
OG05892	31H7S
OG05893	COG0785
OG05894	COG3206
OG05895	31F7Z
OG05896	COG3386
OG05898	32SEN
OG05899	336W4
OG05902	COG0670
OG05904	COG3110
OG05906	COG1192
OG05907	32BFS
OG05908	32S0P
OG05910	2Z7Q4
OG05914	32ZCT
OG05915	COG4729
OG05916	31HR1
OG05918	COG0725
OG05919	COG5616
OG05920	31GZ0
OG05921	COG1621
OG05922	31NZV
OG05925	COG2361
OG05926	COG5652
OG05929	30FMN
OG05933	33BZN
OG05934	31G81
OG05936	3380T
OG05937	COG3036
OG05938	COG4591
OG05939	COG1580
OG05940	COG2913
OG05943	2Z8E7
OG05945	COG2140
OG05947	2Z8AJ
OG05948	COG2445
OG05949	32JXA
OG05950	33AS4
OG05951	2ZIHZ
OG05952	32FZN
OG05953	COG2733
OG05954	COG3137
OG05955	2ZE4B
OG05956	32CBR
OG05957	31ZNY
OG05958	COG3212
OG05960	COG3691
OG05962	2ZASQ
OG05963	33NJ6
OG05964	2Z89C
OG05966	33E31
OG05971	31I3M
OG05972	COG5184
OG05976	31H4B
OG05977	319T3
OG05978	2Z80T
OG05979	317KH
OG05980	COG3034
OG05981	COG1639
OG05982	COG3976
OG05988	COG2253
OG05989	341J0
OG05991	31V9I
OG05992	COG0308
OG05996	COG2604
OG05997	2ZUM1
OG05998	COG0398
OG06001	COG0510
OG06002	2ZCIW
OG06003	COG1092
OG06004	31B8K
OG06005	32CWX
OG06009	COG1994
OG06010	COG5589
OG06011	COG3152
OG06012	COG3608
OG06014	31FQX
OG06015	COG3721
OG06017	COG4538
OG06018	331NB
OG06019	33FEU
OG06021	COG1485
OG06025	COG2334
OG06026	3308N
OG06028	33IZN
OG06029	2ZVC8
OG06030	COG0569
OG06032	31I6J
OG06034	2Z86E
OG06035	COG4984
OG06037	COG5485
OG06039	COG2866
OG06041	32UCI
OG06042	COG3726
OG06043	COG4264
OG06044	COG0790
OG06045	COG2227
OG06047	COG3235
OG06049	COG1639
OG06051	32XHF
OG06052	COG2905
OG06054	COG5587
OG06057	COG5662
OG06060	33DQT
OG06062	3039Z
OG06063	COG3945
OG06065	2ZEWM
