taxon_name	species_norm	genus_norm	gtdb_species_clade_id	GTDB_species	n_files	mean_abundance	mapping_tier	n_gtdb_clades_for_genus
Desulfobacula toluolica	desulfobacula_toluolica	desulfobacula	s__Desulfobacula_toluolica--RS_GCF_000307105.1	s__Desulfobacula_toluolica	3546	2.4500249870976455e-05	species_exact	1
Staphylococcus aureus	staphylococcus_aureus	staphylococcus	s__Staphylococcus_aureus--RS_GCF_001027105.1	s__Staphylococcus_aureus	3546	7.748825072396185e-06	species_exact	1
Bacteroides zoogleoformans	bacteroides_zoogleoformans	bacteroides	s__Bacteroides_zoogleoformans--RS_GCF_002998435.1	s__Bacteroides_zoogleoformans	3546	3.43663408586661e-06	species_exact	1
Lacticaseibacillus rhamnosus	lacticaseibacillus_rhamnosus	lacticaseibacillus	s__Lacticaseibacillus_rhamnosus--RS_GCF_900636965.1	s__Lacticaseibacillus_rhamnosus	3546	5.305685095430866e-06	species_exact	1
Bacillus safensis	bacillus_safensis	bacillus	s__Bacillus_safensis--RS_GCF_000691165.1	s__Bacillus_safensis	3546	4.3598201452931585e-05	species_exact	1
Limosilactobacillus fermentum	limosilactobacillus_fermentum	limosilactobacillus	s__Limosilactobacillus_fermentum--RS_GCF_013394085.1	s__Limosilactobacillus_fermentum	3546	1.317368696871743e-05	species_exact	1
Lysinibacillus sphaericus	lysinibacillus_sphaericus	lysinibacillus	s__Lysinibacillus_sphaericus--RS_GCF_002982115.1	s__Lysinibacillus_sphaericus	3546	1.0379741305280209e-05	species_exact	1
Leptospirillum ferrooxidans	leptospirillum_ferrooxidans	leptospirillum	s__Leptospirillum_ferrooxidans--RS_GCF_000284315.1	s__Leptospirillum_ferrooxidans	3546	3.218210528104905e-07	species_exact	1
Sedimentisphaera salicampi	sedimentisphaera_salicampi	sedimentisphaera	s__Sedimentisphaera_salicampi--RS_GCF_002117005.1	s__Sedimentisphaera_salicampi	3546	5.303267346894054e-16	species_exact	1
Bacillus atrophaeus	bacillus_atrophaeus	bacillus	s__Bacillus_atrophaeus--RS_GCF_001584335.1	s__Bacillus_atrophaeus	3546	0.0003039107356052178	species_exact	1
Bacteroides ovatus	bacteroides_ovatus	bacteroides	s__Bacteroides_ovatus--RS_GCF_001314995.1	s__Bacteroides_ovatus	3546	6.341025287488243e-05	species_exact	1
Lactococcus lactis	lactococcus_lactis	lactococcus	s__Lactococcus_lactis--RS_GCF_900099625.1	s__Lactococcus_lactis	3546	0.0005984363555074217	species_exact	1
Pedobacter heparinus	pedobacter_heparinus	pedobacter	s__Pedobacter_heparinus--RS_GCF_000023825.1	s__Pedobacter_heparinus	3545	6.741114474224351e-05	species_exact	1
Leptospira borgpetersenii	leptospira_borgpetersenii	leptospira	s__Leptospira_borgpetersenii--RS_GCF_003046425.1	s__Leptospira_borgpetersenii	3545	4.4413544574880034e-06	species_exact	1
Corynebacterium ammoniagenes	corynebacterium_ammoniagenes	corynebacterium	s__Corynebacterium_ammoniagenes--RS_GCF_001941425.1	s__Corynebacterium_ammoniagenes	3545	3.1162277815748866e-06	species_exact	1
Phocaeicola dorei	phocaeicola_dorei	phocaeicola	s__Phocaeicola_dorei--RS_GCF_013009555.1	s__Phocaeicola_dorei	3545	0.00011764649574487422	species_exact	1
Faecalibaculum rodentium	faecalibaculum_rodentium	faecalibaculum	s__Faecalibaculum_rodentium--RS_GCF_001564455.1	s__Faecalibaculum_rodentium	3545	0.0004823930204161774	species_exact	1
Saccharophagus degradans	saccharophagus_degradans	saccharophagus	s__Saccharophagus_degradans--RS_GCF_000013665.1	s__Saccharophagus_degradans	3545	2.1329421819422174e-06	species_exact	1
Vibrio mimicus	vibrio_mimicus	vibrio	s__Vibrio_mimicus--RS_GCF_000338875.1	s__Vibrio_mimicus	3545	4.2554530870266366e-06	species_exact	1
Escherichia marmotae	escherichia_marmotae	escherichia	s__Escherichia_marmotae--RS_GCF_002900365.1	s__Escherichia_marmotae	3545	7.112428992357142e-06	species_exact	1
Pelosinus fermentans	pelosinus_fermentans	pelosinus	s__Pelosinus_fermentans--RS_GCF_000271485.2	s__Pelosinus_fermentans	3545	0.00018285741467801214	species_exact	1
Bacteroides thetaiotaomicron	bacteroides_thetaiotaomicron	bacteroides	s__Bacteroides_thetaiotaomicron--RS_GCF_000011065.1	s__Bacteroides_thetaiotaomicron	3545	0.0006096306203014414	species_exact	1
Candidatus Planktophila lacus	planktophila_lacus	planktophila	s__Planktophila_lacus--RS_GCF_002287925.1	s__Planktophila_lacus	3545	0.0014906605174315056	species_exact	1
Leptospira alstonii	leptospira_alstonii	leptospira	s__Leptospira_alstonii--RS_GCF_000347175.1	s__Leptospira_alstonii	3545	3.28690986087284e-05	species_exact	1
Escherichia fergusonii	escherichia_fergusonii	escherichia	s__Escherichia_fergusonii--RS_GCF_000026225.1	s__Escherichia_fergusonii	3545	1.861651063567971e-05	species_exact	1
Flavobacterium columnare	flavobacterium_columnare	flavobacterium	s__Flavobacterium_columnare--RS_GCF_002530675.1	s__Flavobacterium_columnare	3544	0.00031925596898890225	species_exact	1
Leptospira santarosai	leptospira_santarosai	leptospira	s__Leptospira_santarosai--RS_GCF_000313175.2	s__Leptospira_santarosai	3544	1.2168636752631036e-07	species_exact	1
Acetobacter oryzifermentans	acetobacter_oryzifermentans	acetobacter	s__Acetobacter_oryzifermentans--RS_GCF_001628715.1	s__Acetobacter_oryzifermentans	3544	4.1358629328587355e-07	species_exact	1
Vibrio owensii	vibrio_owensii	vibrio	s__Vibrio_owensii--RS_GCF_000817815.1	s__Vibrio_owensii	3544	1.7973182148743125e-08	species_exact	1
Vibrio harveyi	vibrio_harveyi	vibrio	s__Vibrio_harveyi--RS_GCF_001591145.1	s__Vibrio_harveyi	3544	6.107772277337075e-08	species_exact	1
Shewanella marisflavi	shewanella_marisflavi	shewanella	s__Shewanella_marisflavi--RS_GCF_023283925.1	s__Shewanella_marisflavi	3544	3.4769034243698216e-07	species_exact	1
Methanothrix soehngenii	methanothrix_soehngenii	methanothrix	s__Methanothrix_soehngenii--RS_GCF_000204415.1	s__Methanothrix_soehngenii	3544	0.00037608886352805755	species_exact	1
Chlorobium phaeovibrioides	chlorobium_phaeovibrioides	chlorobium	s__Chlorobium_phaeovibrioides--RS_GCF_003968655.1	s__Chlorobium_phaeovibrioides	3544	1.618631823730769e-05	species_exact	1
Leptospira interrogans	leptospira_interrogans	leptospira	s__Leptospira_interrogans--RS_GCF_900156205.1	s__Leptospira_interrogans	3544	8.914941058159572e-08	species_exact	1
Thalassolituus oleivorans	thalassolituus_oleivorans	thalassolituus	s__Thalassolituus_oleivorans--RS_GCF_000355675.1	s__Thalassolituus_oleivorans	3544	3.2432744603676145e-05	species_exact	1
Geosporobacter ferrireducens	geosporobacter_ferrireducens	geosporobacter	s__Geosporobacter_ferrireducens--RS_GCF_001750685.1	s__Geosporobacter_ferrireducens	3544	2.550880134176674e-06	species_exact	1
Desulfotomaculum nigrificans	desulfotomaculum_nigrificans	desulfotomaculum	s__Desulfotomaculum_nigrificans--RS_GCF_000189755.2	s__Desulfotomaculum_nigrificans	3544	1.3848789088186048e-06	species_exact	1
Neisseria weaveri	neisseria_weaveri	neisseria	s__Neisseria_weaveri--RS_GCF_900638685.1	s__Neisseria_weaveri	3544	3.4424996833064157e-06	species_exact	1
Syntrophothermus lipocalidus	syntrophothermus_lipocalidus	syntrophothermus	s__Syntrophothermus_lipocalidus--RS_GCF_000092405.1	s__Syntrophothermus_lipocalidus	3543	4.067738250264606e-05	species_exact	1
Moraxella bovoculi	moraxella_bovoculi	moraxella	s__Moraxella_bovoculi--RS_GCF_000696305.2	s__Moraxella_bovoculi	3543	3.598293407418154e-07	species_exact	1
Clostridium saccharoperbutylacetonicum	clostridium_saccharoperbutylacetonicum	clostridium	s__Clostridium_saccharoperbutylacetonicum--RS_GCF_000340885.1	s__Clostridium_saccharoperbutylacetonicum	3543	0.00114171977812093	species_exact	1
Methanosarcina siciliae	methanosarcina_siciliae	methanosarcina	s__Methanosarcina_siciliae--RS_GCF_000970085.1	s__Methanosarcina_siciliae	3543	3.4722784372526515e-05	species_exact	1
Bifidobacterium indicum	bifidobacterium_indicum	bifidobacterium	s__Bifidobacterium_indicum--RS_GCF_000706765.1	s__Bifidobacterium_indicum	3543	2.3071418997618197e-06	species_exact	1
Rothia dentocariosa	rothia_dentocariosa	rothia	s__Rothia_dentocariosa--RS_GCF_000164695.2	s__Rothia_dentocariosa	3543	0.00010745063041984248	species_exact	1
Capnocytophaga sputigena	capnocytophaga_sputigena	capnocytophaga	s__Capnocytophaga_sputigena--RS_GCF_900446695.1	s__Capnocytophaga_sputigena	3543	2.533279411490971e-06	species_exact	1
Xenorhabdus bovienii	xenorhabdus_bovienii	xenorhabdus	s__Xenorhabdus_bovienii--RS_GCF_024721015.1	s__Xenorhabdus_bovienii	3543	4.01231279479833e-05	species_exact	1
Corynebacterium pseudotuberculosis	corynebacterium_pseudotuberculosis	corynebacterium	s__Corynebacterium_pseudotuberculosis--RS_GCF_002155265.1	s__Corynebacterium_pseudotuberculosis	3543	2.279135080491928e-09	species_exact	1
Paenibacillus odorifer	paenibacillus_odorifer	paenibacillus	s__Paenibacillus_odorifer--RS_GCF_000758725.1	s__Paenibacillus_odorifer	3542	2.8034587904626636e-05	species_exact	1
Acinetobacter calcoaceticus	acinetobacter_calcoaceticus	acinetobacter	s__Acinetobacter_calcoaceticus--RS_GCF_000368965.1	s__Acinetobacter_calcoaceticus	3542	0.0001233388230352674	species_exact	1
Capnocytophaga haemolytica	capnocytophaga_haemolytica	capnocytophaga	s__Capnocytophaga_haemolytica--RS_GCF_001553545.1	s__Capnocytophaga_haemolytica	3542	6.148054038988862e-07	species_exact	1
Solibacillus silvestris	solibacillus_silvestris	solibacillus	s__Solibacillus_silvestris--GB_GCA_001586195.1	s__Solibacillus_silvestris	3542	0.0002392408604508686	species_exact	1
Pasteurella multocida	pasteurella_multocida	pasteurella	s__Pasteurella_multocida--RS_GCF_900187275.1	s__Pasteurella_multocida	3542	6.211650482049472e-07	species_exact	1
Zobellia galactanivorans	zobellia_galactanivorans	zobellia	s__Zobellia_galactanivorans--RS_GCF_000973105.1	s__Zobellia_galactanivorans	3542	1.3895687489005043e-07	species_exact	1
Yersinia ruckeri	yersinia_ruckeri	yersinia	s__Yersinia_ruckeri--RS_GCF_000754815.1	s__Yersinia_ruckeri	3542	4.686032957235785e-06	species_exact	1
Vibrio diabolicus	vibrio_diabolicus	vibrio	s__Vibrio_diabolicus--GB_GCA_001048675.1	s__Vibrio_diabolicus	3542	9.440123112633953e-06	species_exact	1
Legionella waltersii	legionella_waltersii	legionella	s__Legionella_waltersii--RS_GCF_001468085.1	s__Legionella_waltersii	3542	0.00010381049034113583	species_exact	1
Dehalobacterium formicoaceticum	dehalobacterium_formicoaceticum	dehalobacterium	s__Dehalobacterium_formicoaceticum--RS_GCF_002224645.1	s__Dehalobacterium_formicoaceticum	3542	5.0771957391543906e-06	species_exact	1
Vibrio breoganii	vibrio_breoganii	vibrio	s__Vibrio_breoganii--RS_GCF_001677275.1	s__Vibrio_breoganii	3542	1.4387545935884811e-09	species_exact	1
Yersinia kristensenii	yersinia_kristensenii	yersinia	s__Yersinia_kristensenii--RS_GCF_900460525.1	s__Yersinia_kristensenii	3542	1.1614619945386533e-05	species_exact	1
Clostridioides difficile	clostridioides_difficile	clostridioides	s__Clostridioides_difficile--RS_GCF_001077535.1	s__Clostridioides_difficile	3542	9.9764907357469e-06	species_exact	1
Chryseobacterium piperi	chryseobacterium_piperi	chryseobacterium	s__Chryseobacterium_piperi--RS_GCF_002285635.2	s__Chryseobacterium_piperi	3542	6.749501762027327e-05	species_exact	1
Flexistipes sinusarabici	flexistipes_sinusarabici	flexistipes	s__Flexistipes_sinusarabici--RS_GCF_000218625.1	s__Flexistipes_sinusarabici	3542	2.4497929413155998e-05	species_exact	1
Bacillus siamensis	bacillus_siamensis	bacillus	s__Bacillus_siamensis--RS_GCF_000262045.1	s__Bacillus_siamensis	3541	5.089557051773363e-08	species_exact	1
Thiopseudomonas alkaliphila	thiopseudomonas_alkaliphila	thiopseudomonas	s__Thiopseudomonas_alkaliphila--RS_GCF_001267175.1	s__Thiopseudomonas_alkaliphila	3541	3.088496050023837e-06	species_exact	1
Thermodesulfovibrio yellowstonii	thermodesulfovibrio_yellowstonii	thermodesulfovibrio	s__Thermodesulfovibrio_yellowstonii--RS_GCF_000020985.1	s__Thermodesulfovibrio_yellowstonii	3541	2.0513457732121014e-05	species_exact	1
Anoxybacillus flavithermus	anoxybacillus_flavithermus	anoxybacillus	s__Anoxybacillus_flavithermus--GB_GCA_002243705.1	s__Anoxybacillus_flavithermus	3541	1.0954480335532639e-05	species_exact	1
Lactiplantibacillus pentosus	lactiplantibacillus_pentosus	lactiplantibacillus	s__Lactiplantibacillus_pentosus--RS_GCF_003641185.1	s__Lactiplantibacillus_pentosus	3541	5.009728933106884e-07	species_exact	1
Blautia pseudococcoides	blautia_pseudococcoides	blautia	s__Blautia_pseudococcoides--RS_GCF_001689125.2	s__Blautia_pseudococcoides	3541	1.0968001123586801e-06	species_exact	1
Pseudoalteromonas atlantica	pseudoalteromonas_atlantica	pseudoalteromonas	s__Pseudoalteromonas_atlantica--GB_GCA_007988745.1	s__Pseudoalteromonas_atlantica	3541	1.9341569531210632e-08	species_exact	1
Secundilactobacillus paracollinoides	secundilactobacillus_paracollinoides	secundilactobacillus	s__Secundilactobacillus_paracollinoides--RS_GCF_001311135.1	s__Secundilactobacillus_paracollinoides	3541	8.97029738366553e-08	species_exact	1
Sphingobacterium mizutaii	sphingobacterium_mizutaii	sphingobacterium	s__Sphingobacterium_mizutaii--RS_GCF_900187125.1	s__Sphingobacterium_mizutaii	3541	4.4308497522264404e-05	species_exact	1
Trichodesmium erythraeum	trichodesmium_erythraeum	trichodesmium	s__Trichodesmium_erythraeum--GB_GCA_018457135.1	s__Trichodesmium_erythraeum	3540	5.113941858801074e-06	species_exact	1
Bacteroides caecimuris	bacteroides_caecimuris	bacteroides	s__Bacteroides_caecimuris--RS_GCF_001688725.2	s__Bacteroides_caecimuris	3540	3.1195546531877835e-05	species_exact	1
Peribacillus muralis	peribacillus_muralis	peribacillus	s__Peribacillus_muralis--RS_GCF_001439925.1	s__Peribacillus_muralis	3540	0.00013991675467486055	species_exact	1
Chryseobacterium gallinarum	chryseobacterium_gallinarum	chryseobacterium	s__Chryseobacterium_gallinarum--RS_GCF_001021975.1	s__Chryseobacterium_gallinarum	3540	7.359157104877469e-06	species_exact	1
Vibrio scophthalmi	vibrio_scophthalmi	vibrio	s__Vibrio_scophthalmi--RS_GCF_000222585.1	s__Vibrio_scophthalmi	3540	3.644660835723536e-08	species_exact	1
Photobacterium profundum	photobacterium_profundum	photobacterium	s__Photobacterium_profundum--RS_GCF_003026285.1	s__Photobacterium_profundum	3540	3.8339170483787836e-08	species_exact	1
Haloquadratum walsbyi	haloquadratum_walsbyi	haloquadratum	s__Haloquadratum_walsbyi--RS_GCF_000237865.1	s__Haloquadratum_walsbyi	3540	0.0	species_exact	1
Candidatus Nucleicultrix amoebiphila	nucleicultrix_amoebiphila	nucleicultrix	s__Nucleicultrix_amoebiphila--RS_GCF_002117145.1	s__Nucleicultrix_amoebiphila	3540	0.00021454595703166714	species_exact	1
Arenibacter algicola	arenibacter_algicola	arenibacter	s__Arenibacter_algicola--RS_GCF_000733925.1	s__Arenibacter_algicola	3540	2.919696627010866e-06	species_exact	1
Dictyoglomus thermophilum	dictyoglomus_thermophilum	dictyoglomus	s__Dictyoglomus_thermophilum--RS_GCF_000020965.1	s__Dictyoglomus_thermophilum	3540	3.217385491379466e-07	species_exact	1
Candidatus Planktophila versatilis	planktophila_versatilis	planktophila	s__Planktophila_versatilis--RS_GCF_002288105.1	s__Planktophila_versatilis	3540	0.00019420650602096752	species_exact	1
Polynucleobacter asymbioticus	polynucleobacter_asymbioticus	polynucleobacter	s__Polynucleobacter_asymbioticus--RS_GCF_000016345.1	s__Polynucleobacter_asymbioticus	3539	0.0002377231534491621	species_exact	1
Dictyoglomus turgidum	dictyoglomus_turgidum	dictyoglomus	s__Dictyoglomus_turgidum--RS_GCF_000021645.1	s__Dictyoglomus_turgidum	3539	2.1073722406543978e-06	species_exact	1
Proteiniphilum saccharofermentans	proteiniphilum_saccharofermentans	proteiniphilum	s__Proteiniphilum_saccharofermentans--RS_GCF_900095135.1	s__Proteiniphilum_saccharofermentans	3539	2.916392600214566e-06	species_exact	1
Elizabethkingia miricola	elizabethkingia_miricola	elizabethkingia	s__Elizabethkingia_miricola--RS_GCF_001675285.1	s__Elizabethkingia_miricola	3539	3.662046700185828e-06	species_exact	1
Lacrimispora saccharolytica	lacrimispora_saccharolytica	lacrimispora	s__Lacrimispora_saccharolytica--RS_GCF_000144625.1	s__Lacrimispora_saccharolytica	3539	1.4719080341509976e-05	species_exact	1
Limosilactobacillus reuteri	limosilactobacillus_reuteri	limosilactobacillus	s__Limosilactobacillus_reuteri--RS_GCF_000016825.1	s__Limosilactobacillus_reuteri	3539	0.00011069039231115496	species_exact	1
Flavobacterium commune	flavobacterium_commune	flavobacterium	s__Flavobacterium_commune--RS_GCF_001857965.1	s__Flavobacterium_commune	3539	0.0005986457967139233	species_exact	1
Haemophilus influenzae	haemophilus_influenzae	haemophilus	s__Haemophilus_influenzae--RS_GCF_001457655.1	s__Haemophilus_influenzae	3539	1.032637703052342e-05	species_exact	1
Yersinia aleksiciae	yersinia_aleksiciae	yersinia	s__Yersinia_aleksiciae--RS_GCF_001047675.1	s__Yersinia_aleksiciae	3539	5.952489770944634e-06	species_exact	1
Corynebacterium callunae	corynebacterium_callunae	corynebacterium	s__Corynebacterium_callunae--RS_GCF_000344785.1	s__Corynebacterium_callunae	3539	2.9588861089118173e-05	species_exact	1
Yersinia intermedia	yersinia_intermedia	yersinia	s__Yersinia_intermedia--RS_GCF_900635455.1	s__Yersinia_intermedia	3539	1.0842284691205642e-05	species_exact	1
Vibrio nigripulchritudo	vibrio_nigripulchritudo	vibrio	s__Vibrio_nigripulchritudo--RS_GCF_000222685.1	s__Vibrio_nigripulchritudo	3539	7.325024102349936e-09	species_exact	1
Beggiatoa leptomitoformis	beggiatoa_leptomitoformis	beggiatoa	s__Beggiatoa_leptomitoformis--RS_GCF_001305575.3	s__Beggiatoa_leptomitoformis	3539	5.947985672152719e-06	species_exact	1
Flavobacterium gilvum	flavobacterium_gilvum	flavobacterium	s__Flavobacterium_gilvum--RS_GCF_001761465.1	s__Flavobacterium_gilvum	3539	0.0006370825556107941	species_exact	1
Zunongwangia profunda	zunongwangia_profunda	zunongwangia	s__Zunongwangia_profunda--RS_GCF_000023465.1	s__Zunongwangia_profunda	3538	2.569595313627455e-06	species_exact	1
Salinicoccus halodurans	salinicoccus_halodurans	salinicoccus	s__Salinicoccus_halodurans--RS_GCF_900114445.1	s__Salinicoccus_halodurans	3538	4.259720396876035e-06	species_exact	1
Phocaeicola vulgatus	phocaeicola_vulgatus	phocaeicola	s__Phocaeicola_vulgatus--RS_GCF_000012825.1	s__Phocaeicola_vulgatus	3538	0.001150190108764433	species_exact	1
Arcanobacterium haemolyticum	arcanobacterium_haemolyticum	arcanobacterium	s__Arcanobacterium_haemolyticum--RS_GCF_000092365.1	s__Arcanobacterium_haemolyticum	3538	4.3556045958072046e-05	species_exact	1
Acidaminococcus intestini	acidaminococcus_intestini	acidaminococcus	s__Acidaminococcus_intestini--RS_GCF_000425045.1	s__Acidaminococcus_intestini	3538	2.9935456603218624e-05	species_exact	1
Desulfitobacterium dehalogenans	desulfitobacterium_dehalogenans	desulfitobacterium	s__Desulfitobacterium_dehalogenans--RS_GCF_000243155.2	s__Desulfitobacterium_dehalogenans	3538	4.361696194033316e-07	species_exact	1
Photorhabdus luminescens	photorhabdus_luminescens	photorhabdus	s__Photorhabdus_luminescens--RS_GCF_001083805.1	s__Photorhabdus_luminescens	3538	1.1191090037879576e-05	species_exact	1
Porphyromonas asaccharolytica	porphyromonas_asaccharolytica	porphyromonas	s__Porphyromonas_asaccharolytica--RS_GCF_000212375.1	s__Porphyromonas_asaccharolytica	3538	4.965400454436057e-05	species_exact	1
Clostridium baratii	clostridium_baratii	clostridium	s__Clostridium_baratii--RS_GCF_900461085.1	s__Clostridium_baratii	3538	7.562541021504591e-05	species_exact	1
Candidatus Protochlamydia naegleriophila	protochlamydia_naegleriophila	protochlamydia	s__Protochlamydia_naegleriophila--RS_GCF_001499655.1	s__Protochlamydia_naegleriophila	3537	0.0004904505960158083	species_exact	1
Methanosarcina acetivorans	methanosarcina_acetivorans	methanosarcina	s__Methanosarcina_acetivorans--RS_GCF_000007345.1	s__Methanosarcina_acetivorans	3537	7.608042147565794e-06	species_exact	1
Piscirickettsia salmonis	piscirickettsia_salmonis	piscirickettsia	s__Piscirickettsia_salmonis--RS_GCF_000297215.2	s__Piscirickettsia_salmonis	3537	1.9872165677551504e-07	species_exact	1
Paenibacillus crassostreae	paenibacillus_crassostreae	paenibacillus	s__Paenibacillus_crassostreae--RS_GCF_001857945.1	s__Paenibacillus_crassostreae	3537	3.785113994934551e-05	species_exact	1
Levilactobacillus brevis	levilactobacillus_brevis	levilactobacillus	s__Levilactobacillus_brevis--RS_GCF_001433855.1	s__Levilactobacillus_brevis	3537	1.0891470827318987e-06	species_exact	1
Brucella melitensis	brucella_melitensis	brucella	s__Brucella_melitensis--RS_GCF_000007125.1	s__Brucella_melitensis	3537	0.0	species_exact	1
Pseudoalteromonas spongiae	pseudoalteromonas_spongiae	pseudoalteromonas	s__Pseudoalteromonas_spongiae--RS_GCF_000238255.3	s__Pseudoalteromonas_spongiae	3537	8.731071822298865e-08	species_exact	1
Shewanella woodyi	shewanella_woodyi	shewanella	s__Shewanella_woodyi--RS_GCF_000019525.1	s__Shewanella_woodyi	3537	0.0	species_exact	1
Thermoanaerobacterium thermosaccharolyticum	thermoanaerobacterium_thermosaccharolyticum	thermoanaerobacterium	s__Thermoanaerobacterium_thermosaccharolyticum--RS_GCF_000145615.1	s__Thermoanaerobacterium_thermosaccharolyticum	3537	4.2200252183033175e-06	species_exact	1
Caldanaerobacter subterraneus	caldanaerobacter_subterraneus	caldanaerobacter	s__Caldanaerobacter_subterraneus--RS_GCF_004345675.1	s__Caldanaerobacter_subterraneus	3537	1.4859718096824277e-05	species_exact	1
Xenorhabdus doucetiae	xenorhabdus_doucetiae	xenorhabdus	s__Xenorhabdus_doucetiae--RS_GCF_000968195.1	s__Xenorhabdus_doucetiae	3537	4.724879906406478e-06	species_exact	1
Yersinia rohdei	yersinia_rohdei	yersinia	s__Yersinia_rohdei--RS_GCF_000173775.1	s__Yersinia_rohdei	3536	1.496791936888688e-05	species_exact	1
Thermococcus radiotolerans	thermococcus_radiotolerans	thermococcus	s__Thermococcus_radiotolerans--RS_GCF_002214565.1	s__Thermococcus_radiotolerans	3536	0.0	species_exact	1
Methanosarcina mazei	methanosarcina_mazei	methanosarcina	s__Methanosarcina_mazei--RS_GCF_000970205.1	s__Methanosarcina_mazei	3536	7.261979941849117e-05	species_exact	1
Thermoclostridium stercorarium	thermoclostridium_stercorarium	thermoclostridium	s__Thermoclostridium_stercorarium--RS_GCF_000331995.1	s__Thermoclostridium_stercorarium	3536	4.678309840237729e-06	species_exact	1
Planococcus antarcticus	planococcus_antarcticus	planococcus	s__Planococcus_antarcticus--RS_GCF_001687565.2	s__Planococcus_antarcticus	3536	1.0188399195712005e-05	species_exact	1
Bacteriovorax stolpii	bacteriovorax_stolpii	bacteriovorax	s__Bacteriovorax_stolpii--RS_GCF_002872415.1	s__Bacteriovorax_stolpii	3536	0.0001916416799260223	species_exact	1
Lancefieldella parvula	lancefieldella_parvula	lancefieldella	s__Lancefieldella_parvula--RS_GCF_000024225.1	s__Lancefieldella_parvula	3536	7.18662693138897e-05	species_exact	1
Yersinia aldovae	yersinia_aldovae	yersinia	s__Yersinia_aldovae--RS_GCF_000173735.1	s__Yersinia_aldovae	3536	0.0007080603110940086	species_exact	1
Waddlia chondrophila	waddlia_chondrophila	waddlia	s__Waddlia_chondrophila--RS_GCF_000092785.1	s__Waddlia_chondrophila	3536	5.831124492991313e-05	species_exact	1
Proteus mirabilis	proteus_mirabilis	proteus	s__Proteus_mirabilis--RS_GCF_000160755.1	s__Proteus_mirabilis	3536	7.425014852366788e-06	species_exact	1
Riemerella anatipestifer	riemerella_anatipestifer	riemerella	s__Riemerella_anatipestifer--RS_GCF_000252855.1	s__Riemerella_anatipestifer	3536	1.4652163979387851e-05	species_exact	1
Tepidanaerobacter acetatoxydans	tepidanaerobacter_acetatoxydans	tepidanaerobacter	s__Tepidanaerobacter_acetatoxydans--RS_GCF_000328765.2	s__Tepidanaerobacter_acetatoxydans	3535	7.850554814524843e-07	species_exact	1
Tatumella citrea	tatumella_citrea	tatumella	s__Tatumella_citrea--RS_GCF_002163585.1	s__Tatumella_citrea	3535	1.591913324506654e-06	species_exact	1
Cellulophaga baltica	cellulophaga_baltica	cellulophaga	s__Cellulophaga_baltica--RS_GCF_900102165.1	s__Cellulophaga_baltica	3535	1.4448902572452462e-06	species_exact	1
Shewanella oneidensis	shewanella_oneidensis	shewanella	s__Shewanella_oneidensis--RS_GCF_000146165.2	s__Shewanella_oneidensis	3535	4.908393359204064e-05	species_exact	1
Priestia aryabhattai	priestia_aryabhattai	priestia	s__Priestia_aryabhattai--RS_GCF_000956595.1	s__Priestia_aryabhattai	3535	0.0005446129946027064	species_exact	1
Vibrio hyugaensis	vibrio_hyugaensis	vibrio	s__Vibrio_hyugaensis--RS_GCF_002906655.1	s__Vibrio_hyugaensis	3535	3.582739825784341e-08	species_exact	1
Yersinia similis	yersinia_similis	yersinia	s__Yersinia_similis--RS_GCF_001053095.1	s__Yersinia_similis	3535	2.718761176508479e-06	species_exact	1
Glaesserella parasuis	glaesserella_parasuis	glaesserella	s__Glaesserella_parasuis--RS_GCF_002015085.1	s__Glaesserella_parasuis	3534	7.579674568606242e-08	species_exact	1
Sutcliffiella cohnii	sutcliffiella_cohnii	sutcliffiella	s__Sutcliffiella_cohnii--RS_GCF_002250055.1	s__Sutcliffiella_cohnii	3534	9.34885766210386e-05	species_exact	1
Streptococcus gordonii	streptococcus_gordonii	streptococcus	s__Streptococcus_gordonii--RS_GCF_001553855.1	s__Streptococcus_gordonii	3534	4.780077921440885e-05	species_exact	1
Vibrio tubiashii	vibrio_tubiashii	vibrio	s__Vibrio_tubiashii--RS_GCF_000772105.1	s__Vibrio_tubiashii	3534	2.1288970844472922e-08	species_exact	1
Dehalobacter restrictus	dehalobacter_restrictus	dehalobacter	s__Dehalobacter_restrictus--RS_GCF_000512895.1	s__Dehalobacter_restrictus	3534	6.300142843415491e-06	species_exact	1
Cyclobacterium marinum	cyclobacterium_marinum	cyclobacterium	s__Cyclobacterium_marinum--RS_GCF_000222485.1	s__Cyclobacterium_marinum	3534	6.871101690386371e-07	species_exact	1
Aminobacterium colombiense	aminobacterium_colombiense	aminobacterium	s__Aminobacterium_colombiense--RS_GCF_000025885.1	s__Aminobacterium_colombiense	3534	7.561774247128068e-06	species_exact	1
Kangiella profundi	kangiella_profundi	kangiella	s__Kangiella_profundi--RS_GCF_002838765.1	s__Kangiella_profundi	3534	1.439534511778929e-05	species_exact	1
Bacteroides caccae	bacteroides_caccae	bacteroides	s__Bacteroides_caccae--RS_GCF_002222615.2	s__Bacteroides_caccae	3534	1.702889777816569e-05	species_exact	1
Vibrio jasicida	vibrio_jasicida	vibrio	s__Vibrio_jasicida--RS_GCF_000400365.1	s__Vibrio_jasicida	3534	3.4184178164744574e-08	species_exact	1
Vibrio tritonius	vibrio_tritonius	vibrio	s__Vibrio_tritonius--RS_GCF_001547935.1	s__Vibrio_tritonius	3534	0.0	species_exact	1
